codigo_pdv;nome_pdv;razao_social;endereco;bairro;cidade;uf;cep;latitude;longitude;created_at;bandeira
1271;S01271 - FRIGELAR - AVENIDA PERNAMBUCO - 2273 - PORTO ALEGRE - RS;;Avenida Pernambuco, 2273;SAO GERALDO;PORTO ALEGRE;RS;90240005;-3.001.276;-5.120.225;2026-02-09 21:05:02.063994+00;FRIGELAR
28853;S28853 - COLOMBO - AVENIDA SOUZA NAVES - 975 - IVAIPORA - PR;;AVENIDA SOUZA NAVES, 975;;IVAIPORA;PR;86870000;-2.424.178;-5.167.038;2026-02-09 21:05:02.576155+00;COLOMBO
2308;S02308 - RAMSONS - AVENIDA AUTAZ MIRIM - 9360 - MANAUS - AM;;AVENIDA AUTAZ MIRIM, 9360;JORGE TEIXEIRA;MANAUS;AM;69088245;-30.365.282;-59.939.632;2026-02-09 21:05:02.384876+00;RAMSONS
34403;S34403 - COLOMBO - PRACA BOM JESUS - 309 - PALMAS - PR;;PRACA BOM JESUS, 309;;PALMAS;PR;85555000;-264.834.609;-519.933.849;2026-02-09 21:05:02.576155+00;COLOMBO
34900;S34900 - COLOMBO - RUA BENJAMIN CAETANO ZAMBON - 128 - BANDEIRANTES - PR;;RUA BENJAMIN CAETANO ZAMBON, 128;;BANDEIRANTES;PR;86360000;-2.310.734;-5.037.418;2026-02-09 21:05:02.576155+00;COLOMBO
598;;;0;CENTRO;GOIANIA;GO;;0;0;2026-02-09 21:05:02.384876+00;FUJIOKA
87515;S87515 - COLOMBO - AVENIDA COMENDADOR GENTIL GERALDI - 2897 - CIDADE GAUCHA - PR;;AVENIDA COMENDADOR GENTIL GERALDI, 2897;;CIDADE GAUCHA;PR;87820000;-2.336.292;-5.292.635;2026-02-09 21:05:02.694969+00;COLOMBO
81231;S81231 - COLOMBO - RUA DALTRO FILHO - 303 - ARVOREZINHA - RS;;RUA DALTRO FILHO, 303;;ARVOREZINHA;RS;95995000;-2.887.151;-5.217.962;2026-02-09 21:05:02.063994+00;COLOMBO
6583;S06583 - FRIGELAR - AVENIDA FERNANDES LIMA - 3472 - MACEIO - AL;;Avenida Fernandes Lima, 3472 – Gruta De Lourdes;;MACEIO;AL;57052403;-961.806;-3.573.921;2026-02-09 21:05:01.598207+00;FRIGELAR
1352;S01352 - FRIGELAR - AVENIDA VITORIA - 2535 - VITORIA - ES;;Avenida Vitoria, 2535;HORTO;VITORIA;ES;29045160;-2.031.023;-4.031.113;2026-02-09 21:05:02.576155+00;FRIGELAR
160;S00160 - CENTRAL AR - SANTOS/SP;;AVENIDA WASHINGTON LUIS, 74;VILA MATHIAS;SANTOS;SP;11050200;-2.395.005;-463.259;2026-02-09 21:05:02.239959+00;CENTRAL AR
18805;S18805 - HAVAN - AVENIDA DOM AGOSTINHO JOSE SARTORI - 5253 - FRANCISCO BELTRAO - PR;;AVENIDA DOM AGOSTINHO JOSE SARTORI, 5253;SAO CRISTOVAO;FRANCISCO BELTRAO;PR;85601400;-261.004.702;-530.440.511;2026-02-09 21:05:02.694969+00;HAVAN
155;S00155 - UNIAR - AV. JOAO NAVENIDAES DE AVENIDAILA - 730 - UBERLANDIA - MG;;Av. João Navenidaes De Avenidaila, 730 – Cazeca, Uberlândia;CAZECA;UBERLANDIA;MG;38400053;-18.913.808.730.977.500;-48.267.117.629.505.300;2026-02-09 21:05:02.576155+00;POLOAR
21689;S21689 - COLOMBO - AVENIDA JULIO ASSIS CAVALHEIRO - 370 - FRANCISCO BELTRAO - PR;;AVENIDA JULIO ASSIS CAVALHEIRO, 370;CENTRO;FRANCISCO BELTRAO;PR;85601000;-2.607.637;-5.305.541;2026-02-09 21:05:02.576155+00;COLOMBO
3304;S03304 - FRIGELAR - RUA ARNOLDO SILVEIRA DE SOUZA - 296 - SAO JOSE - SC;;Rua Arnoldo Silveira De Souza, 296;DISTRITO INDUSTRIAL;SAO JOSE;SC;88104740;-2.761.949;-4.864.525;2026-02-09 21:05:02.063994+00;FRIGELAR
14567;S14567 - HAVAN - AVENIDA SENADOR SALGADO FILHO - 940 - PELOTAS - RS;;AVENIDA SENADOR SALGADO FILHO, 940;TRES VENDAS;PELOTAS;RS;96055740;-3.173.076;-5.234.239;2026-02-09 21:05:01.741346+00;HAVAN
28349;S28349 - COLOMBO - AVENIDA PARANA - 680 - MATELANDIA - PR;;AVENIDA PARANA, 680;;MATELANDIA;PR;85887000;-2.524.254;-5.397.724;2026-02-09 21:05:02.576155+00;COLOMBO
13242;S13242 - REGIONAL SUL - HAVAN - 0138 - CAXIAS DO SUL - CIDADE NOVA - RS;;RODOVIA RSC 453, 4363;NOSSA SENHORA DA SAUDE;CAXIAS DO SUL;RS;95032898;-291.785.453;-512.335.511;2026-02-09 21:05:01.741346+00;HAVAN
84842;S84842 - COLOMBO - AV ALTO JACUI - 927 - NAO-ME-TOQUE - RS;;AVENIDA ALTO JACUI, 927, SALA 101;;NAO-ME-TOQUE;RS;99470000;-2.846.249;-5.281.783;2026-02-09 21:05:01.741346+00;COLOMBO
6548;S06548 - HAVAN - RUA GUERINO LUBIANI - 770 - PIRACICABA - SP;;RUA GUERINO LUBIANI, 770;DOIS CORREGOS;PIRACICABA;SP;13420823;-2.273.533;-4.760.796;2026-02-09 21:05:01.598207+00;HAVAN
29663;S29663 - COLOMBO - AVENIDA MOISES LUPION - 560 - GOIOERE - PR;;AVENIDA MOISES LUPION, 560;;GOIOERE;PR;87360000;-2.418.449;-5.302.554;2026-02-09 21:05:02.576155+00;COLOMBO
1272;S01272 - DUFRIO - AVENIDA INDEPENDENCIA - 3314 - GOIANIA - GO;;Avenida Independencia, 3314, Setor Leste;;GOIANIA;GO;74645010;-166.612.068;-4.925.155.100.000.000;2026-02-09 21:05:02.576155+00;DUFRIO
24351;S24351 - COLOMBO - AVENIDA ARGOLO - 264 - SAO BENTO DO SUL - SC;;AVENIDA ARGOLO, 264;CENTRO;SAO BENTO DO SUL;SC;89280061;-2.624.626;-4.938.527;2026-02-09 21:05:01.741346+00;COLOMBO
70469;S70469 - COLOMBO - RUA NOVE DE MARCO - 485 - JOINVILLE - SC;;RUA NOVE DE MARCO, 485;CENTRO;JOINVILLE;SC;89201400;-2.630.155;-4.884.632;2026-02-09 21:05:02.576155+00;COLOMBO
2596;S02596 - FRIGELAR - AVENIDA CARLOS LINDEMBERG - 2719 - VILA VELHA - ES;;Avenida Carlos Lindemberg, 2719 - Nossa Senhora da Penha - Vila Velha;NOSSA SENHORA DA PENHA;VILA VELHA;ES;29110175;-203.508;-4.032.364;2026-02-09 21:05:02.576155+00;FRIGELAR
4991;S04991 - CLIMA RIO - AV. JOSE FALCAO DA SILVA - 1326 - FEIRA DE SANTANA - BA;;Av. José Falcão da Silva, 1326;QUEIMADINHA;FEIRA DE SANTANA;BA;44050512;-1.224.245;-3.896.353;2026-02-09 21:05:02.239959+00;CLIMA RIO
16004;S16004 - REGIONAL SUL - HAVAN - LAJEADO - HIDRAULICA - RS;;RUA BENTO ROSA, 569;HIDRAULICA;LAJEADO;RS;95900218;-294.659;-5.195.183;2026-02-09 21:05:01.741346+00;HAVAN
1074;S01074 - HAVAN - CRICIUMA SHOPPING - CRICIUMA - SC;;AVENIDA GABRIEL ZANETTE, 1455;PROSPERA;CRICIUMA;SC;88815060;-2.868.279;-4.934.787;2026-02-09 21:05:02.063994+00;HAVAN
1300;S01300 - COLOMBO - RUA BORGES DE MEDEIROS - 515 - BOM JESUS - RS;;RUA BORGES DE MEDEIROS, 515;;BOM JESUS;RS;95290000;-2.866.829;-5.043.519;2026-02-09 21:05:02.063994+00;COLOMBO
82394;S82394 - COLOMBO - AV MAURICIO CARDOSO - 1243 - BARROS CASSAL - RS;;AVENIDA MAURICIO CARDOSO, 1243, SALA 01;;BARROS CASSAL;RS;99360000;-29.096;-5.258.256;2026-02-09 21:05:02.063994+00;COLOMBO
38647;S38647 - COLOMBO - AVENIDA BORGES DE MEDEIROS - 2058 - ROLANTE - RS;;AVENIDA BORGES DE MEDEIROS, 2058;;ROLANTE;RS;95690000;-296.516;-5.057.685;2026-02-09 21:05:01.947218+00;COLOMBO
84095;S84095 - COLOMBO - RUA IPIRANGA - 2019 - SERAFINA CORREA - RS;;RUA IPIRANGA, 2019,;;SERAFINA CORREA;RS;99250000;-2.870.907;-5.193.432;2026-02-09 21:05:01.741346+00;COLOMBO
8012;S08012 - FRIGELAR - R CABACEIRAS - 55 - FEIRA DE SANTANA - BA;;R CABACEIRAS, 55;BARAUNA;FEIRA DE SANTANA;BA;44020235;-122.343;-389.653;2026-02-09 21:05:02.780508+00;FRIGELAR
5721;S05721 - COLOMBO - RUA 12 DE MAIO - 323 - TRES COROAS - RS;;RUA 12 DE MAIO, 323;;TRES COROAS;RS;95660000;-2.951.579;-5.077.882;2026-02-09 21:05:02.063994+00;COLOMBO
13404;S13404 - HAVAN - AVENIDA NASSER MARAO - 3681 - VOTUPORANGA - SP;;AVENIDA NASSER MARAO, 3681;PARQUE INDUSTRIAL I;VOTUPORANGA;SP;15503005;-204.133.615;-499.629.304;2026-02-09 21:05:02.780508+00;HAVAN
6230;S06230 - FRIGELAR - AVENIDA REDIG DE CAMPOS - 105 - SAO PAULO - SP;;AVENIDA Redig de Campos, 105;;SAO PAULO;SP;4711904;-236.279.627;-467.031.368;2026-02-09 21:05:01.598207+00;FRIGELAR
78605;S78605 - COLOMBO - AVENIDA XV DE NOVEMBRO - 993 - TAPERA - RS;;AVENIDA XV DE NOVEMBRO, 993;;TAPERA;RS;99490000;-2.863.103;-5.286.789;2026-02-09 21:05:01.741346+00;COLOMBO
7177;S07177 - FUJIOKA - AGUAS LINDAS GOIANIA/GO;;Avenida Jk, Qd21 Lt 05;;GOIANIA;GO;72910000;-166.868.491;-492.707.899;2026-02-09 21:05:02.384876+00;FUJIOKA
24270;S24270 - COLOMBO - RUA VICENTE MACHADO - 1109 - GUARAPUAVA - PR;;RUA VICENTE MACHADO, 1109;CENTRO;GUARAPUAVA;PR;85010260;-2.539.432;-5.146.657;2026-02-09 21:05:02.576155+00;COLOMBO
9409;S09409 - ANGELONI - RUA QUINZE DE NOVEMBRO - 2900 - SAO JOSE DOS PINHAIS - PR;;RUA QUINZE DE NOVEMBRO, 2900;CENTRO;SAO JOSE DOS PINHAIS;PR;83005000;-255.413.664;-491.934.354;2026-02-09 21:05:02.694969+00;ANGELONI
65546;S65546 - COLOMBO - AVENIDA RIO GRANDE DO SUL - 226 - CANOAS - RS;;AVENIDA RIO GRANDE DO SUL, 226;MATHIAS VELHO;CANOAS;RS;92330000;-2.990.331;-5.118.128;2026-02-09 21:05:01.947218+00;COLOMBO
12507;S12507 - COLOMBO - RUA URUGUAI - 1232 - HORIZONTINA - RS;;RUA URUGUAI, 1232;;HORIZONTINA;RS;98920000;-2.762.821;-5.430.836;2026-02-09 21:05:01.947218+00;COLOMBO
15610;S15610 - HAVAN - AVENIDA FERNANDO CORREA DA COSTA - 6383 - CUIABA - MT;;AVENIDA FERNANDO CORREA DA COSTA, 6383;PARQUE OHARA;CUIABA;MT;78080300;-1.563.677;-5.604.337;2026-02-09 21:05:02.384876+00;HAVAN
2108;S02108 - FUJIOKA - TAGUATINGA SHOPPING - BRASILIA - DF;;Qs 01 Rua 210 Lote 40 Salao Comerc, 1051A1054, 1108, 1109;TAGUATINGA;BRASILIA;DF;71950904;-158.361.741;-480.451.332;2026-02-09 21:05:02.384876+00;FUJIOKA
10650;S10650 - HAVAN - LITORAL PLAZA SHOPPING - PRAIA GRANDE - SP;;AVENIDA AYRTON SENNA DA SILVA, 1511;XIXOVA;PRAIA GRANDE;SP;11726900;-239.800.769;-463.908.269;2026-02-09 21:05:02.780508+00;HAVAN
7717;S07717 - FRIGELAR - RUA VINTE E CINCO DE JULHO - 536 - NOVO HAMBURGO - RS;;Rua Vinte E Cinco De Julho, 536;RIO BRANCO;NOVO HAMBURGO;RS;93310250;-2.968.552;-5.113.743;2026-02-09 21:05:01.947218+00;FRIGELAR
16251;S16251 - COLOMBO - AVENIDA FLORES DA CUNHA - 1575 - CARAZINHO - RS;;AVENIDA FLORES DA CUNHA, 1575;;CARAZINHO;RS;99500000;-2.828.715;-5.279.009;2026-02-09 21:05:01.741346+00;COLOMBO
679;S00679 - FUJIOKA - AVENIDA ASSIS CHATEAUBRIANT - 500 - GOIANIA - GO;;Avenida Assis Chateaubriand,500;SETOR OESTE;GOIANIA;GO;74130010;-1.668.468;-4.926.365;2026-02-09 21:05:02.384876+00;FUJIOKA
8915;S08915 - HAVAN - AVENIDA RANULPHO MARQUES LEAL - 113 - TRES LAGOAS - MS;;AVENIDA RANULPHO MARQUES LEAL, 113;JARDIM BRASILIA;TRES LAGOAS;MS;79620340;-2.080.605;-5.168.788;2026-02-09 21:05:02.239959+00;HAVAN
14800;S14800 - HAVAN - RUA DOUTOR VIRGILIO DE REZENDE - 1767 - ITAPETININGA - SP;;RUA DOUTOR VIRGILIO DE REZENDE, 1767;CENTRO;ITAPETININGA;SP;18200046;-2.358.764;-480.456;2026-02-09 21:05:02.780508+00;HAVAN
41108;S41108 - COLOMBO - AVENIDA FLORES DA CUNHA - 4001 - CACHOEIRINHA - RS;;AVENIDA FLORES DA CUNHA, 4001;VILA BOM PRINCIPIO;CACHOEIRINHA;RS;94950001;-2.993.584;-5.108.001;2026-02-09 21:05:01.947218+00;COLOMBO
27458;S27458 - COLOMBO - AVENIDA PRESIDENTE VARGAS - 1969 - ESTEIO - RS;;AVENIDA PRESIDENTE VARGAS, 1969;CENTRO;ESTEIO;RS;93260077;-2.985.029;-5.117.632;2026-02-09 21:05:01.947218+00;COLOMBO
72402;S72402 - COLOMBO - RUA 202 - 35 - ITAPEMA - SC;;RUA 202, 35;;ITAPEMA;SC;88220000;-271.186.416;-486.087.342;2026-02-09 21:05:01.741346+00;COLOMBO
2352;;;0;NAVEGANTES;PORTO ALEGRE;RS;;0;0;2026-02-09 21:05:02.063994+00;CLIMA RIO
886;S00886 - ANGELONI - AVENIDA EXPEDICIONARIO JOSE PEDRO COELHO - 1120 - TUBARAO - SC;;AVENIDA EXPEDICIONARIO JOSE PEDRO COELHO, 1120;HUMAITA;TUBARAO;SC;88704306;-2.847.866;-4.900.833;2026-02-09 21:05:02.063994+00;ANGELONI
6826;S00366 - AMBIENTE - AVENIDA TIRADENTES - 386 - LONDRINA - PR;;Avenida Tiradentes, 386;JARDIM SHANGRI;LONDRINA;PR;86070545;-2.330.149;-5.117.719;2026-02-09 21:05:02.694969+00;FRIGELAR
1082;S01082 - A.DIAS - AVENIDA CASSIANO RICARDO 521 - SN - SAO JOSE DOS CAMPOS - SP;;Avenida Cassiano Ricardo 521;JARDIM ALVORADA;SAO JOSE DOS CAMPOS;SP;12246870;-2.321.854;-4.591.026;2026-02-09 21:05:02.239959+00;A.DIAS
6014;S04747 - FUJIOKA - SHOPPING CONJUNTO NACIONAL - DF - S61 - BRASILIA - DF;;ST SDN - SETOR DE DIVERSOES NORTE;BRASILIA;BRASILIA;DF;70077900;-1.579.075;-4.788.442;2026-02-09 21:05:02.384876+00;FUJIOKA
110;S00110 - DUFRIO - RUA VOLUNTARIOS DA PATRIA - 3303 E 3333 - PORTO ALEGRE - RS;;Rua Voluntarios Da Patria, 3303 E 3333;;PORTO ALEGRE;RS;90030003;-3.000.565;-5.120.839;2026-02-09 21:05:02.239959+00;DUFRIO
229;S00229 - UNIAR - RUA PROFESSOR CRISTIANO FISCHER - 1400 - PORTO ALEGRE - RS;;Rua Professor Cristiano Fischer, 1400;;PORTO ALEGRE;RS;91330391;-3.005.218.799.999.990;-511.707.703;2026-02-09 21:05:02.239959+00;STR
5061;S05061 - HAVAN - AVENIDA FEB - 2000 - VARZEA GRANDE - MT;;AVENIDA FEB, 2000;PONTE NOVA;VARZEA GRANDE;MT;78115865;-1.563.284;-5.611.749;2026-02-09 21:05:02.384876+00;HAVAN
87604;S87604 - COLOMBO - RUA ITAPORA - 305 - MATINHOS - PR;;RUA ITAPORA, 305;;MATINHOS;PR;83260000;-2.581.904;-4.853.347;2026-02-09 21:05:02.694969+00;COLOMBO
2005;S02005 - CENTRAL AR - R. GOMES DE CARVALHO - 1069 - SAO PAULO - SP;;R. GOMES DE CARVALHO, 1069 - VILA OLIMPIA;;SAO PAULO;SP;4547004;-2.359.784;-4.668.361;2026-02-09 21:05:01.598207+00;CENTRAL AR
84923;S84923 - COLOMBO - RODOVIA ENGENHEIRO DARCI GOMES DE MORAES - 627 - PONTAL DO PARANA - PR;;RODOVIA ENGENHEIRO DARCI GOMES DE MORAES, 627;;PONTAL DO PARANA;PR;83255000;-2.569.188;-4.847.304;2026-02-09 21:05:02.694969+00;COLOMBO
22227;S22227 - COLOMBO - AVENIDA JULIO DE CASTILHOS - 1886 - CAXIAS DO SUL - RS;;AVENIDA JULIO DE CASTILHOS, 1886;CENTRO;CAXIAS DO SUL;RS;95010002;-2.916.787;-5.118.073;2026-02-09 21:05:01.741346+00;COLOMBO
1055;S01055 - FUJIOKA - FLAMBOYANT SHOPPING CENTER - GOIANIA - GO;;Avenida Dep Jamel Cecilio, 3300 Sl P 59 Terreo L;JARDIM GOIAS;GOIANIA;GO;74810970;-1.671.017;-4.923.767;2026-02-09 21:05:02.576155+00;FUJIOKA
1236;S01236 - HAVAN - AVENIDA BRASIL - 3077 - BALNEARIO CAMBORIU - SC;;AVENIDA BRASIL, 3077;CENTRO;BALNEARIO CAMBORIU;SC;88330060;-2.699.891;-4.862.545;2026-02-09 21:05:02.063994+00;HAVAN
18473;S18473 - HAVAN - AVENIDA MARECHAL MASCARENHAS DE MORAES - 309 - CURITIBA - PR;;AVENIDA MARECHAL MASCARENHAS DE MORAES, 309;SANTA CANDIDA;CURITIBA;PR;82620300;-253.764.642;-492.228.306;2026-02-09 21:05:02.694969+00;HAVAN
7439;S07439 - HAVAN - QUADRA 403 SUL ALAMEDA 29 ARSO 41 HM 02 LOTE 02 - SN - PALMAS - TO;;QUADRA 403 SUL ALAMEDA 29 ARSO 41 HM 02 LOTE 02, SN;PLANO DIRETOR SUL;PALMAS;TO;77015591;-102.077.322;-483.391.257;2026-02-09 21:05:02.384876+00;HAVAN
3910;S03910 - CLIMA RIO - ROD. GOVERNADOR MARIO COVAS - 1700 - PALHOCA - SC;;Rod. Governador Mário Covas, 1700;PASSA VINTE;PALHOCA;SC;88132010;-276.445.452;-486.706.415;2026-02-09 21:05:02.063994+00;CLIMA RIO
17819;S17819 - COLOMBO - RUA DUQUE DE CAXIAS - 115 - SAO GABRIEL - RS;;RUA DUQUE DE CAXIAS, 115;CENTRO;SAO GABRIEL;RS;97300010;-3.033.858;-5.432.071;2026-02-09 21:05:02.063994+00;COLOMBO
84761;S84761 - COLOMBO - AV PARAGUASSU - 1307 - XANGRI-LA - RS;;AVENIDA PARAGUASSU, 1307,;;XANGRI-LA;RS;95588000;-2.980.107;-5.004.042;2026-02-09 21:05:01.741346+00;COLOMBO
9644;S09644 - HAVAN - AVENIDA DA PRODUCAO - 2360 - LUCAS DO RIO VERDE - MT;;AVENIDA DA PRODUCAO, 2360 W;PARQUE DAS EMAS;LUCAS DO RIO VERDE;MT;78455000;-130.780.988;-559.371.257;2026-02-09 21:05:02.239959+00;HAVAN
77200;S35981 - COLOMBO - AVENIDA FERNANDES BASTOS - 626 - TRAMANDAI - RS;;AVENIDA FERNANDES BASTOS, 626;;TRAMANDAI;RS;95590000;-2.998.685;-5.013.865;2026-02-09 21:05:01.741346+00;COLOMBO
77803;S77803 - COLOMBO - RUA RUA FRANCISCO HIPOLITO ROLIM - 677 - TRES CACHOEIRAS - RS;;RUA RUA FRANCISCO HIPOLITO ROLIM, 677;;TRES CACHOEIRAS;RS;95580000;-2.945.528;-4.992.345;2026-02-09 21:05:01.741346+00;COLOMBO
85300;S85300 - COLOMBO - RUA BARAO DO RIO BRANCO - 295 - WENCESLAU BRAZ - PR;;RUA BARAO DO RIO BRANCO, 295,;;WENCESLAU BRAZ;PR;84950000;-2.387.749;-4.980.393;2026-02-09 21:05:02.694969+00;COLOMBO
13236;S13236 - COLOMBO - AVENIDA BRASIL - 231 - PASSO FUNDO - RS;;AVENIDA BRASIL, 231;CENTRO;PASSO FUNDO;RS;99010001;-2.826.041;-5.240.663;2026-02-09 21:05:01.741346+00;COLOMBO
212;S00212 - UNIAR - ALAMEDA PROFESSOR LUCAS NOGUEIRA GARCEZ - 3583 - ATIBAIA - SP;;Alameda Professor Lucas Nogueira Garcez, 3583 Loja 2;JARDIM PAULISTA;ATIBAIA;SP;12947000;-2.313.986;-465.546;2026-02-09 21:05:02.239959+00;POLOAR
75509;S00703 - ANGELONI - RUA 13 DE MAIO - 12 - LAGUNA - SC;;RUA 13 DE MAIO, 12;;LAGUNA;SC;88790000;-2.848.134;-4.878.302;2026-02-09 21:05:01.741346+00;COLOMBO
170;S00157 - CLIMA RIO - AVENIDA AYRTON SENNA - 1850 - RIO DE JANEIRO - RJ;;Avenida Ayrton Senna ,1850;;RIO DE JANEIRO;RJ;22775003;-2.299.593;-4.336.553;2026-02-09 21:05:01.598207+00;STR
7609;S07609 - HAVAN - AVENIDA FLORIANO PEIXOTO - 4289 - UBERLANDIA - MG;;AVENIDA FLORIANO PEIXOTO, 4289;CUSTODIO PEREIRA;UBERLANDIA;MG;38405184;-1.889.019;-4.825.606;2026-02-09 21:05:02.576155+00;HAVAN
12090;S12090 - FUJIOKA - QUADRA SIA QUADRA 4-C - S/N - BRASILIA - DF;;Siaa Qd 4C, Lt 2 A 7 / 14 A 19;BRASILIA;BRASILIA;DF;71200045;-158.037.252;-479.499.585;2026-02-09 21:05:02.384876+00;FUJIOKA
77633;S77633 - COLOMBO - AVENIDA FARROUPILHA - 1585 - SAO FRANCISCO DE ASSIS - RS;;AVENIDA FARROUPILHA, 1585;;SAO FRANCISCO DE ASSIS;RS;97610000;-2.955.152;-5.512.876;2026-02-09 21:05:01.741346+00;COLOMBO
5340;S05340 - FRIGELAR - AVENIDA FERNANDO CORREA DA COSTA - 834 - CUIABA - MT;;Avenida Fernando Correa Da Costa, 834;POCAO;CUIABA;MT;78043500;-1.560.913;-5.607.941;2026-02-09 21:05:02.384876+00;FRIGELAR
38485;S38485 - COLOMBO - RUA GUILHERME LAHM - 1423 - TAQUARA - RS;;RUA GUILHERME LAHM, 1423;CENTRO;TAQUARA;RS;95600104;-2.964.827;-5.078.199;2026-02-09 21:05:01.947218+00;COLOMBO
10731;S10731 - REGIONAL SUL - HAVAN - 0114 - FOZ DO IGUACU - VILA YOLANDA - PR;;AVENIDA DAS CATARATAS, 3570;YOLANDA;FOZ DO IGUACU;PR;85853000;-2.556.958;-545.557;2026-02-09 21:05:02.694969+00;HAVAN
7422;S07422 - COLOMBO - AVENIDA PRESIDENTE CASTELO BRANCO - 408 - IGREJINHA - RS;;AVENIDA PRESIDENTE CASTELO BRANCO, 408;;IGREJINHA;RS;95650000;-2.957.391;-5.079.263;2026-02-09 21:05:01.947218+00;COLOMBO
1255;S01255 - RAMSONS - AVENIDA CARVALHO LEAL - 1017 - MANAUS - AM;;AVENIDA CARVALHO LEAL, 1017;CACHOEIRINHA;MANAUS;AM;69065000;-31.262.715;-600.064.581;2026-02-09 21:05:02.576155+00;RAMSONS
2830;S03162 - CLIMA RIO - AVENIDA DOUTOR FRANCISCO JUNQUEIRA - 851 - RIBEIRAO PRETO - SP;;Avenida Doutor Francisco Junqueira, 851;JARDIM MOSTEIRO;RIBEIRAO PRETO;SP;14085310;-2.117.389;-4.780.471;2026-02-09 21:05:01.598207+00;DUFRIO
79504;S79504 - COLOMBO - AVENIDA BRASIL - 2419 - JURANDA - PR;;AVENIDA BRASIL, 2419;;JURANDA;PR;87355000;-2.442.115;-5.283.889;2026-02-09 21:05:02.694969+00;COLOMBO
2712;S02712 - HAVAN - AVENIDA RIO BRANCO - 139 - FLORIANOPOLIS - SC;;AVENIDA RIO BRANCO, 139;CENTRO;FLORIANOPOLIS;SC;88015201;-2.759.255;-4.855.747;2026-02-09 21:05:02.063994+00;HAVAN
1963;S01963 - CENTRAL AR - AVENIDA. BRASILIA - 2121 - ARACATUBA - SP;;Avenida. Brasília, 2121;JARDIM NOVA YORQUE;ARACATUBA;SP;16018000;-2.122.779;-5.043.732;2026-02-09 21:05:01.598207+00;CENTRAL AR
1317;S01317 - REGIONAL SUL - HAVAN - 0011 - CURITIBA - BOA VISTA - PR;;AVENIDA PARANA, 3693;BACACHERI;CURITIBA;PR;82510000;-2.538.567;-4.923.271;2026-02-09 21:05:02.694969+00;HAVAN
15709;S15709 - REGIONAL SUL - HAVAN - ERECHIM - BELA VISTA - RS;;RODOVIA BR 153, 999;BELA VISTA;ERECHIM;RS;99704190;-276.425.195;-522.456.436;2026-02-09 21:05:01.741346+00;HAVAN
83790;S83790 - COLOMBO - AV AV CAETANO MUNHOZ DA ROCHA - 1269 - LAPA - PR;;AVENIDA AVENIDA CAETANO MUNHOZ DA ROCHA, 1269,;;LAPA;PR;83750000;-257.634;-4.972.109;2026-02-09 21:05:02.694969+00;COLOMBO
17657;S17657 - COLOMBO - RUA JOAO BRASIL - 1046 - ROSARIO DO SUL - RS;;RUA JOAO BRASIL, 1046;;ROSARIO DO SUL;RS;97590000;-3.025.485;-5.491.856;2026-02-09 21:05:02.063994+00;COLOMBO
68219;S68219 - COLOMBO - AVENIDA MARECHAL FLORIANO PEIXOTO - 5689 - CURITIBA - PR;;AVENIDA MARECHAL FLORIANO PEIXOTO, 5689;HAUER;CURITIBA;PR;81610000;-2.547.793;-4.924.893;2026-02-09 21:05:02.576155+00;COLOMBO
14550;S14550 - COLOMBO - RUA GENERAL MARQUES - 924 - SAO BORJA - RS;;RUA GENERAL MARQUES, 924;;SAO BORJA;RS;97670000;-2.865.817;-5.600.691;2026-02-09 21:05:01.741346+00;COLOMBO
86896;S86896 - COLOMBO - AVENIDA MANOEL RIBAS - 836 - RIO AZUL - PR;;AVENIDA MANOEL RIBAS, 836;;RIO AZUL;PR;84560000;-2.572.643;-5.078.948;2026-02-09 21:05:02.694969+00;COLOMBO
59228;S59228 - COLOMBO - RUA MARQUES DO HERVAL - 1472 - SANTO ANGELO - RS;;RUA MARQUES DO HERVAL, 1472;CENTRO;SANTO ANGELO;RS;98801640;-2.830.173;-542.613;2026-02-09 21:05:01.947218+00;COLOMBO
483;S00483 - FERREIRA COSTA - R. CONEGO BARATA - 275 - RECIFE - PE;;RUA CONEGO BARATA;TAMARINEIRA;RECIFE;PE;52051020;-803.137;-3.490.204;2026-02-09 21:05:01.598207+00;FERREIRA COSTA
1840;S01840 - RAMSONS - RUA PROFESSOR ABILIO ALENCAR - 601 - MANAUS - AM;;RUA PROFESSOR ABILIO ALENCAR, 601;ALVORADA;MANAUS;AM;69043150;-30.787.123;-600.493.046;2026-02-09 21:05:02.384876+00;RAMSONS
82475;S82475 - COLOMBO - RUA AFONSO JORGE LEDUR - 628 - BOM PRINCIPIO - RS;;RUA AFONSO JORGE LEDUR, 628, SALA 03;;BOM PRINCIPIO;RS;95765000;-2.948.988;-5.135.843;2026-02-09 21:05:02.063994+00;COLOMBO
72917;S26990 - COLOMBO - AVENIDA BRASIL - 3252 - MARINGA - PR;;AVENIDA BRASIL, 3252;;MARINGA;PR;87013000;-2.342.089;-5.193.375;2026-02-09 21:05:02.576155+00;COLOMBO
79415;S79415 - COLOMBO - RUA BRUSQUE - 443 - GUABIRUBA - SC;;RUA BRUSQUE, 443;;GUABIRUBA;SC;88360000;-2.708.565;-4.897.681;2026-02-09 21:05:02.063994+00;COLOMBO
7762;;;0;SAMAMBAIA NORTE;BRASILIA;DF;;0;0;2026-02-09 21:05:02.384876+00;FUJIOKA
