codigo_pdv;nome_pdv;razao_social;endereco;bairro;cidade;uf;cep;latitude;longitude;created_at;bandeira
10901;S10901 - REGIONAL SUL - HAVAN - 0115 - ITAQUAQUECETUBA - MANDI - SP;;ESTRADA MUNICIPAL DO MANDI, 1205;MANDI;ITAQUAQUECETUBA;SP;8598000;-234.742;-4.632.592;2026-02-09 21:05:02.780508+00;HAVAN
41361;S41361 - COLOMBO - AVENIDA DORIVAL CANDIDO LUZ DE OLIVEIRA - 5479 - GRAVATAI - RS;;AVENIDA DORIVAL CANDIDO LUZ DE OLIVEIRA, 5479;SAO VICENTE;GRAVATAI;RS;94060001;-2.993.422;-5.104.926;2026-02-09 21:05:01.947218+00;COLOMBO
4090;S04090 - HAVAN - AVENIDA JOAQUIM CONSTANTINO - 1000 - PRESIDENTE PRUDENTE - SP;;AVENIDA JOAQUIM CONSTANTINO, 1000;VILA FORMOSA;PRESIDENTE PRUDENTE;SP;19050220;-2.214.523;-5.139.872;2026-02-09 21:05:01.598207+00;HAVAN
2867;S02867 - CLIMA RIO - RUA BRIGADEIRO JORDAO - 346 - SAO PAULO - SP;;Rua Brigadeiro Jordao, 346;IPIRANGA;SAO PAULO;SP;4210000;-2.358.675;-4.660.566;2026-02-09 21:05:01.598207+00;CLIMA RIO
12426;S12426 - COLOMBO - AVENIDA PRESIDENTE VARGAS - 2593 - ALVORADA - RS;;AVENIDA PRESIDENTE VARGAS, 2593;BELA VISTA;ALVORADA;RS;94810002;-2.999.777;-51.074;2026-02-09 21:05:02.063994+00;COLOMBO
87949;S87949 - COLOMBO - RUA DR. VALDIR COTRIN - 215 - LAURO MULLER - SC;;RUA DR. VALDIR COTRIN, 215;;LAURO MULLER;SC;88880000;-2.839.353;-4.939.862;2026-02-09 21:05:01.598207+00;COLOMBO
88325;S88325 - COLOMBO - RUA CORONEL MUSSNICH - 36 - ESTRELA - RS;;RUA CORONEL MUSSNICH, 36;;ESTRELA;RS;95880000;-2.949.772;-5.196.355;2026-02-09 21:05:01.598207+00;COLOMBO
35981;S35981 - COLOMBO - AVENIDA FERNANDES BASTOS - 626 - TRAMANDAI - RS;;AVENIDA FERNANDES BASTOS, 626;;TRAMANDAI;RS;95590000;-2.998.685;-5.013.865;2026-02-09 21:05:01.947218+00;COLOMBO
80855;S80855 - COLOMBO - RUA PROF DUILIO CALDERARI - 1844 - CAMPINA GRANDE DO SUL - PR;;RUA PROFESSOR DUILIO CALDERARI, 1844, TERREOSALA 01;;CAMPINA GRANDE DO SUL;PR;83430000;-2.536.396;-4.910.029;2026-02-09 21:05:02.694969+00;COLOMBO
70973;S34403 - COLOMBO - PRACA BOM JESUS - 309 - PALMAS - PR;;PRACA BOM JESUS, 309;;PALMAS;PR;85555000;-264.834.609;-519.933.849;2026-02-09 21:05:02.576155+00;COLOMBO
58680;S58680 - COLOMBO - AVENIDA SANTO ANGELO - 230 - GIRUA - RS;;AVENIDA SANTO ANGELO, 230;;GIRUA;RS;98870000;-2.802.765;-5.435.087;2026-02-09 21:05:01.947218+00;COLOMBO
11037;S11037 - HAVAN - RODOVIA BR 364 - SN - RIO BRANCO - AC;;RODOVIA BR 364, SN;PORTAL DA AMAZONIA;RIO BRANCO;AC;69915630;-99.721.903;-678.515.238;2026-02-09 21:05:02.239959+00;HAVAN
84419;S84419 - COLOMBO - AV 14 DE DEZEMBRO - 355 - NOVA ESPERANCA - PR;;AVENIDA 14 DE DEZEMBRO, 355;;NOVA ESPERANCA;PR;87600000;-2.318.519;-522.032;2026-02-09 21:05:02.694969+00;COLOMBO
1630;S01630 - UNIAR - AVENIDA DR BERNARDINO DE CAMPOS - 98 - SANTOS - SP;;Avenida Dr Bernardino De Campos, 98, Vila Belmiro, Santos;VILA BELMIRO;SANTOS;SP;11075355;-2.395.141;-4.633.719;2026-02-09 21:05:01.598207+00;POLOAR
1867;S01867 - FRIGELAR - ALAMEDA GLETE - 798 - SAO PAULO - SP;;Alameda Glete, 798;CAMPOS ELISEOS;SAO PAULO;SP;1215000;-2.353.613;-4.664.845;2026-02-09 21:05:02.239959+00;FRIGELAR
80189;S80189 - COLOMBO - AVENIDA GIACOMO CARNIEL - 347 - CIDREIRA - RS;;AVENIDA GIACOMO CARNIEL, 347;;CIDREIRA;RS;95595000;-3.017.391;-5.020.428;2026-02-09 21:05:02.063994+00;COLOMBO
1336;S01336 - RAMSONS - SHOPPING GRANDE CIRCULAR - MANAUS - AM;;AVENIDA AUTAZ MIRIM, 6100;SAO JOSE OPERARIO;MANAUS;AM;69085000;-30.621.468;-599.499.069;2026-02-09 21:05:02.576155+00;RAMSONS
20364;S20364 - COLOMBO - RUA CEL PASSOS MAIA - 955 - XANXERE - SC;;RUA CEL PASSOS MAIA, 955;;XANXERE;SC;89820000;-268.744;-5.240.833;2026-02-09 21:05:01.741346+00;COLOMBO
120;S00120 - UNIAR - AV. SILVA JARDIM - 1178 - CURITIBA - PR;;Av. Silva Jardim, 1178 - Rebouças;CURITIBA;CURITIBA;PR;80230000;-2.544.128.771.711.480;-4.927.224.590.271.530;2026-02-09 21:05:02.694969+00;POLOAR
69703;S69703 - COLOMBO - AVENIDA NILZA DE OLIVEIRA PIPINO - 1723 - UBIRATA - PR;;AVENIDA NILZA DE OLIVEIRA PIPINO, 1723;;UBIRATA;PR;85440000;-2.454.085;-5.299.023;2026-02-09 21:05:02.576155+00;COLOMBO
181;S00181 - UNIAR - AVENIDA. HEITOR VILLA LOBOS - 1.550 - SAO JOSE DOS CAMPOS - SP;;Avenida. Heitor Villa Lobos, 1.550;VILA EMA;SAO JOSE DOS CAMPOS;SP;12243260;-2.320.413;-4.589.218;2026-02-09 21:05:02.239959+00;STR
65708;S65708 - COLOMBO - RUA JOCKEY CLUBE - 155 - RIO GRANDE - RS;;RUA JOCKEY CLUBE, 155;VILA SAO MIGUEL;RIO GRANDE;RS;96212730;-3.204.944;-5.214.908;2026-02-09 21:05:01.947218+00;COLOMBO
86039;S86039 - COLOMBO - RUA ASSIS BRASIL - 591 - ARROIO DO SAL - RS;;RUA ASSIS BRASIL, 591;;ARROIO DO SAL;RS;95585000;-2.954.803;-4.989.063;2026-02-09 21:05:01.598207+00;COLOMBO
2208;S02208 - HAVAN - RUA PREFEITO ARI WAGNER - 358 - PALHOCA - SC;;RUA PREFEITO ARI WAGNER, 358;CENTRO;PALHOCA;SC;88130070;-2.764.391;-4.866.709;2026-02-09 21:05:02.063994+00;HAVAN
14990;S09980 - COLOMBO - RUA JOSE BONIFACIO - 388 - IJUI - RS;;RUA JOSE BONIFACIO, 388;;IJUI;RS;98700000;-2.838.928;-5.391.325;2026-02-09 21:05:01.741346+00;HAVAN
130;S00130 - UNIAR - RUA MARECHAL ARTHUR DA COSTA E SILVA - 1481 - TAUBATE - SP;;Rua Marechal Arthur Da Costa E Silva, 1.481, Centro, Taubaté –;;TAUBATE;SP;12010490;-2.303.777;-4.556.834;2026-02-09 21:05:02.239959+00;POLOAR
49265;S49265 - COLOMBO - RUA GENERAL OSORIO - 849 - IBIRUBA - RS;;RUA GENERAL OSORIO, 849;;IBIRUBA;RS;98200000;-2.862.972;-5.308.902;2026-02-09 21:05:01.947218+00;COLOMBO
6890;S06890 - HAVAN - AVENIDA QUATORZE DE DEZEMBRO - 1449 - JUNDIAI - SP;;AVENIDA QUATORZE DE DEZEMBRO, 1449;VILA MAFALDA;JUNDIAI;SP;13206105;-2.321.856;-4.687.392;2026-02-09 21:05:02.780508+00;HAVAN
80421;S80421 - COLOMBO - AV AV GOVERNADOR MOISES LUPION - 271 - CAFELANDIA - PR;;AVENIDA AVENIDA GOVERNADOR MOISES LUPION, 271, SALA 01;;CAFELANDIA;PR;85415000;-2.461.548;-5.332.299;2026-02-09 21:05:02.694969+00;COLOMBO
4332;S04332 - HAVAN - RUA PEDRO DRUSZCZ - 700 - ARAUCARIA - PR;;RUA PEDRO DRUSZCZ, 700;CENTRO;ARAUCARIA;PR;83702080;-2.559.566;-4.940.549;2026-02-09 21:05:02.694969+00;HAVAN
843;S00843 - COLOMBO - RUA MAL DEODORO - 168 - BENTO GONCALVES - RS;;RUA MAL DEODORO, 168;CENTRO;BENTO GONCALVES;RS;95700010;-2.916.589;-515.174;2026-02-09 21:05:02.239959+00;COLOMBO
172;S00172 - UNIAR - AVENIDA MARGINAL 16651 DA RODOVIA RIO SANTOS KM 216 - S/N - BERTIOGA - SP;;Avenida Marginal 16651 da Rodovia Rio Santos Km 216, S/N;ALTURA DO KM 216 DA RODOVIA RIO SANTOS;BERTIOGA;SP;11250003;-238.023.361;-460.792.186;2026-02-09 21:05:01.598207+00;POLOAR
380;S02910 - FRIGELAR - RUA ROCKFELLER - 826 - CURITIBA - PR;;Rua Rockfeller, 826;REBOUCAS;CURITIBA;PR;80230130;-2.544.523;-4.926.222;2026-02-09 21:05:02.694969+00;FRIGELAR
17825;S17825 - REGIONAL SUL - HAVAN - MONTES CLAROS - VERA CRUZ - MG;;AVENIDA DULCE SARMENTO, 1493;VERA CRUZ;MONTES CLAROS;MG;39400802;-1.671.803;-4.384.855;2026-02-09 21:05:02.576155+00;HAVAN
156;S00156 - CENTRAL AR - RUA DO FICO - 211 - ARACATUBA - SP;;Rua Do Fico, 211;SAO JOAQUIM ARACATUBA;ARACATUBA;SP;16050387;-2.120.159;-504.398;2026-02-09 21:05:01.598207+00;CENTRAL AR
187;S00187 - CENTRAL AR - FRANQUIA ITURAMA/MG;;R. CIDADE DO PRATA, 1015;;ITURAMA;MG;38280000;-197.270.299;-501.947.735;2026-02-09 21:05:01.598207+00;CENTRAL AR
21840;S21840 - COLOMBO - RUA DO COMERCIO - 640 - FREDERICO WESTPHALEN - RS;;RUA DO COMERCIO, 640;;FREDERICO WESTPHALEN;RS;98400000;-2.735.721;-5.339.562;2026-02-09 21:05:01.741346+00;COLOMBO
2324;S02324 - FRIGELAR - ALAMEDA GLETE - 908 - SAO PAULO - SP;;Alameda Glete, 908;CAMPOS ELISEOS;SAO PAULO;SP;1215001;-2.353.646;-4.664.954;2026-02-09 21:05:02.239959+00;FRIGELAR
80006;S80006 - COLOMBO - AVENIDA LUIZ BARRETO - 147 - TRIUNFO - RS;;AVENIDA LUIZ BARRETO, 147;;TRIUNFO;RS;95840000;-2.994.338;-5.171.894;2026-02-09 21:05:02.063994+00;COLOMBO
12930;S12930 - COLOMBO - RUA MARECHAL FLORIANO - 871 - SANTA CRUZ DO SUL - RS;;RUA MARECHAL FLORIANO, 871;CENTRO;SANTA CRUZ DO SUL;RS;96810052;-2.971.909;-5.242.773;2026-02-09 21:05:01.947218+00;COLOMBO
895;S00895 - FRIGELAR - RUA GENERAL ARGOLO - 15 - SAO CRISTOVAO - RJ;;Rua General Argolo, 15;SAO CRISTOVAO;SAO CRISTOVAO;RJ;20921393;-2.289.849;-4.322.376;2026-02-09 21:05:01.598207+00;FRIGELAR
1380;S01380 - CLIMA RIO - RUA DOS TUPIS - 1518 - BELO HORIZONTE - MG;;Rua Dos Tupis, 1518;BARRO PRETO;BELO HORIZONTE;MG;30190032;-1.991.863;-439.513;2026-02-09 21:05:02.576155+00;CLIMA RIO
67670;S67670 - COLOMBO - RUA ESTEFANO JOSE VANOLLI - 897 - ITAJAI - SC;;RUA ESTEFANO JOSE VANOLLI, 897;SAO VICENTE;ITAJAI;SC;88309201;-2.690.186;-4.868.871;2026-02-09 21:05:01.947218+00;COLOMBO
4954;S04954 - ANGELONI - RUA DOUTOR JOAO COLIN - 2500 - JOINVILLE - SC;;RUA DR. JOAO COLIN 2500;;JOINVILLE;SC;89204002;-2.627.825;-4.884.973;2026-02-09 21:05:02.694969+00;ANGELONI
17582;S17582 - HAVAN - RUA WERNER BATTENFELD - 269 - OSASCO - SP;;RUA WERNER BATTENFELD, 269;PRESIDENTE ALTINO;OSASCO;SP;6210170;-23.524.455;-46.764.015;2026-02-09 21:05:02.780508+00;HAVAN
15458;S15458 - REGIONAL SUL - HAVAN - 0168 - SUMARE - VILA SANTA TEREZINHA - SP;;RUA CEZAR MORANZA, 830;VILA SANTA TEREZINHA;SUMARE;SP;13174405;-228.131.543;-472.573.619;2026-02-09 21:05:02.780508+00;HAVAN
1939;S01939 - ANGELONI - RUA HUMBERTO DE CAMPOS - 77 - BLUMENAU - SC;;RUA HUMBERTO DE CAMPOS 77;VELHA;BLUMENAU;SC;89036050;-2.691.299;-4.908.141;2026-02-09 21:05:02.063994+00;ANGELONI
47130;S47130 - COLOMBO - RUA ITALIA - 334 - FAZENDA RIO GRANDE - PR;;RUA ITALIA, 334;NACOES;FAZENDA RIO GRANDE;PR;83823020;-2.565.256;-4.930.862;2026-02-09 21:05:02.576155+00;COLOMBO
87272;S87272 - COLOMBO - RUA 11 DE NOVEMBRO - 2404 - MASSARANDUBA - SC;;RUA 11 DE NOVEMBRO, 2404;;MASSARANDUBA;SC;89108000;-2.661.475;-4.901.039;2026-02-09 21:05:01.598207+00;COLOMBO
71864;S71864 - COLOMBO - RUA PROFESSORA AMAZILIA - 250 - UNIAO DA VITORIA - PR;;RUA PROFESSORA AMAZILIA, 250;CENTRO;UNIAO DA VITORIA;PR;84600285;-2.623.184;-5.108.758;2026-02-09 21:05:02.576155+00;COLOMBO
32451;S32451 - COLOMBO - AVENIDA PRESIDENTE VARGAS - 1646 - ESTEIO - RS;;AVENIDA PRESIDENTE VARGAS, 1646;CENTRO;ESTEIO;RS;93260048;-2.984.566;-5.117.409;2026-02-09 21:05:01.947218+00;COLOMBO
3174;S03174 - LIDER - AVENIDA BATISTA CAMPOS CONJUNTO 32 QUADRA 257 LOTE 1 - SN - BARCARENA - PA;;Av. Batista Campos - Conj. 32 - Q 257 - Lote 1;NUCLEO URBANO;BARCARENA;PA;68447000;-15.125.918;-486.911.646;2026-02-09 21:05:02.384876+00;LIDER
17400;S17400 - REGIONAL SUL - HAVAN - DIADEMA - PLANALTO - SP;;AVENIDA PIRAPORINHA, 1260;PLANALTO;SAO BERNARDO DO CAMPO;SP;9891002;-2.369.046;-4.657.926;2026-02-09 21:05:02.780508+00;HAVAN
74456;S74456 - COLOMBO - RUA TUIUTI - 2210 - JOINVILLE - SC;;RUA TUIUTI, 2210;AVENTUREIRO;JOINVILLE;SC;89226000;-262.537;-4.881.923;2026-02-09 21:05:02.694969+00;COLOMBO
83951;S83951 - COLOMBO - AV AV PARAGUASSU - 1939 - IMBE - RS;;AVENIDA AVENIDA PARAGUASSU, 1939, LOJA LOJA 01;;IMBE;RS;95625000;-2.992.431;-50.102;2026-02-09 21:05:01.741346+00;COLOMBO
28004;S28004 - COLOMBO - AVENIDA ARAPONGAS - 370 - ARAPONGAS - PR;;AVENIDA ARAPONGAS, 370;CENTRO;ARAPONGAS;PR;86700050;-2.341.281;-5.143.333;2026-02-09 21:05:02.576155+00;COLOMBO
2153;S02153 - ANGELONI - RUA SETE DE SETEMBRO - 100 - BLUMENAU - SC;;RUA SETE DE SETEMBRO, 100;CENTRO;BLUMENAU;SC;89010200;-2.692.216;-4.906.519;2026-02-09 21:05:02.063994+00;ANGELONI
4882;S04882 - FRIGELAR - RUA HEITOR LIBERATO - 2031 - ITAJAI - SC;;Rua Heitor Liberato, 2031;SAO JUDAS;ITAJAI;SC;88303101;-2.690.851;-4.867.826;2026-02-09 21:05:02.239959+00;FRIGELAR
87787;S87787 - COLOMBO - AVENIDA PAPAGAIOS - 1687 - CASCAVEL - PR;;AVENIDA PAPAGAIOS, 1687;FLORESTA;CASCAVEL;PR;85814760;-2.491.974;-5.342.168;2026-02-09 21:05:02.694969+00;COLOMBO
75347;S75347 - COLOMBO - AVENIDA GETULIO VARGAS - 309 - SOMBRIO - SC;;AVENIDA GETULIO VARGAS, 309;;SOMBRIO;SC;88960000;-2.911.254;-4.963.617;2026-02-09 21:05:01.741346+00;COLOMBO
43055;S43055 - COLOMBO - RUA GETULIO VARGAS - 1007 - PIRAQUARA - PR;;RUA GETULIO VARGAS, 1007;CENTRO;PIRAQUARA;PR;83301010;-2.544.843;-4.906.706;2026-02-09 21:05:02.576155+00;COLOMBO
31480;S31480 - COLOMBO - RUA JOAO MOSSMANN - 27 - PAROBE - RS;;RUA JOAO MOSSMANN, 27;;PAROBE;RS;95630000;-2.962.895;-5.083.208;2026-02-09 21:05:01.947218+00;COLOMBO
70035;S60315 - COLOMBO - AVENIDA LIBERDADE - 1450 - VIAMAO - RS;;AVENIDA LIBERDADE, 1450;SANTA ISABEL;VIAMAO;RS;94480500;-3.006.861;-5.110.662;2026-02-09 21:05:01.947218+00;COLOMBO
72836;S72836 - COLOMBO - RUA CAETANO SILVEIRA DE MATOS - 2686 - PALHOCA - SC;;RUA CAETANO SILVEIRA DE MATOS, 2686;CENTRO;PALHOCA;SC;88130005;-2.764.569;-4.866.625;2026-02-09 21:05:01.741346+00;COLOMBO
127;S00127 - WEBCONTINENTAL - TRAVENIDAESSA VENEZUELA 210 NAVENIDAEGANTES - SN - PORTO ALEGRE - RS;;Travenidaessa Venezuela 210 Navenidaegantes;NAVEGANTES;PORTO ALEGRE;RS;90240220;-299.930.506;-511.984.995;2026-02-09 21:05:02.239959+00;WEBCONTINENTAL
10470;S10470 - FUJIOKA - SHOPPING SANTA MARIA BRASILIA - BRASILIA - DF;;CL 114 BLOCO D, SN;SANTA MARIA;BRASILIA;DF;72544204;-1.600.667;-4.800.067;2026-02-09 21:05:02.239959+00;FUJIOKA
16691;S16691 - HAVAN - AVENIDA AUGUSTO MONTENEGRO - 2216 - BELEM - PA;;AVENIDA AUGUSTO MONTENEGRO, 2216;MANGUEIRAO;BELEM;PA;66640000;-137.771;-4.844.063;2026-02-09 21:05:02.384876+00;HAVAN
2227;S02227 - RAMSONS - AVENIDA FRANCISCO QUEIROZ - 429 - MANAUS - AM;;AVENIDA FRANCISCO QUEIROZ, 429;COLONIA SANTO ANTONIO;MANAUS;AM;69093000;-30.322.393;-600.012.309;2026-02-09 21:05:02.384876+00;RAMSONS
667;S00667 - AMBIENTE - R. MANOEL BANDEIRA - 147 - FOZ DO IGUACU - PR;;R. Manoel Bandeira, 147;VILA BRASILIA;FOZ DO IGUACU;PR;85864210;-255.192;-5.458.821;2026-02-09 21:05:02.694969+00;AMBIENTE
11622;S11622 - HAVAN - RODOVIA ARMANDO CALIL BULOS - 170 - FLORIANOPOLIS - SC;;RODOVIA ARMANDO CALIL BULOS, 170;VARGEM GRANDE;FLORIANOPOLIS;SC;88058000;-2.745.311;-4.845.521;2026-02-09 21:05:02.239959+00;HAVAN
3839;S03839 - CLIMA RIO - AVENIDA GOVERNADOR PEDRO TOLEDO - 671 - CAMPINAS - SP;;Avenida Governador Pedro Toledo, 671;BOMFIM;CAMPINAS;SP;1117010;-2.290.147;-4.707.797;2026-02-09 21:05:02.239959+00;CLIMA RIO
18988;S18988 - HAVAN - RUA CRUZEIRO DO SUL - 400 - SANTA ROSA - RS;;RUA CRUZEIRO DO SUL, 400;CENTRAL;SANTA ROSA;RS;98787452;-278.629;-544.627;2026-02-09 21:05:01.741346+00;HAVAN
17663;S17663 - REGIONAL SUL - HAVAN - RESENDE - PARAISO - RJ;;AVENIDA DOUTOR TACITO VIANNA RODRIGUES, 590;PARAISO;RESENDE;RJ;27536025;-224.596.083;-444.367.039;2026-02-09 21:05:01.598207+00;HAVAN
3710;S03710 - ANGELONI - RUA BRUSQUE - 358 - ITAJAI - SC;;RUA BRUSQUE 358;;ITAJAI;SC;88303000;-2.691.092;-4.866.551;2026-02-09 21:05:02.063994+00;ANGELONI
976;S00976 - FRIGELAR - RUA HORTENCIO RIBEIRO DE LUNA - 1841 - JOAO PESSOA - PB;;Rua Hortencio Ribeiro de Luna, 1841;DISTRITO INDUSTRIAL;JOAO PESSOA;PB;58081400;-7.183.639.956.247.350;-349.009.399.359.113;2026-02-09 21:05:01.598207+00;FRIGELAR
76823;S71350 - COLOMBO - RUA PRESIDENTE NEREU RAMOS - 205 - LAGES - SC;;RUA PRESIDENTE NEREU RAMOS, 205;CENTRO;LAGES;SC;88502170;-2.781.449;-5.032.711;2026-02-09 21:05:01.741346+00;COLOMBO
78362;S78362 - COLOMBO - RUA BARAO DO RIO BRANCO - 226 - JULIO DE CASTILHOS - RS;;RUA BARAO DO RIO BRANCO, 226;;JULIO DE CASTILHOS;RS;98130000;-2.922.517;-5.368.366;2026-02-09 21:05:01.741346+00;COLOMBO
37594;S37594 - COLOMBO - CANOAS SHOPPING - CANOAS - RS;;AVENIDA GUILHERME SCHELL, 6750;CENTRO;CANOAS;RS;92310564;-2.991.065;-5.118.161;2026-02-09 21:05:01.947218+00;COLOMBO
3596;S03596 - CLIMA RIO - AV. ENG. DOMINGOS FERREIRA - 1274 - RECIFE - PE;;Av. Eng. Domingos Ferreira, 1274;BOA VIAGEM;RECIFE;PE;51011050;-810.076;-3.488.752;2026-02-09 21:05:01.598207+00;CLIMA RIO
283;S00283 - RAMSONS - RUA MARCILIO DIAS - 255 - MANAUS - AM;;RUA MARCILIO DIAS, 255;CENTRO;MANAUS;AM;69005270;-31.363.857;-600.219.494;2026-02-09 21:05:02.384876+00;RAMSONS
26486;S26486 - COLOMBO - AVENIDA HORACIO KLABIN - 70 - TELEMACO BORBA - PR;;AVENIDA HORACIO KLABIN, 70;CENTRO;TELEMACO BORBA;PR;84261000;-2.432.444;-5.062.162;2026-02-09 21:05:02.576155+00;COLOMBO
18392;S18392 - REGIONAL SUL - HAVAN - PRIMAVERA DO LESTE - CIDADE PRIMAVERA II - MT;;RUA RIO DE JANEIRO, 1595;;PRIMAVERA DO LESTE;MT;78850000;-1.554.563;-5.429.506;2026-02-09 21:05:02.384876+00;HAVAN
5489;S05489 - COLOMBO - AVENIDA BRASIL - 2599 - CAMPO BOM - RS;;AVENIDA BRASIL, 2599;;CAMPO BOM;RS;93700000;-2.967.912;-5.106.164;2026-02-09 21:05:02.063994+00;COLOMBO
70892;S70892 - COLOMBO - AVENIDA JACOB MACANHAN - 468 - PINHAIS - PR;;AVENIDA JACOB MACANHAN, 468;PINEVILLE;PINHAIS;PR;83320392;-2.542.873;-4.918.323;2026-02-09 21:05:02.576155+00;COLOMBO
84508;S84508 - COLOMBO - AV LONDRINA - 644 - SARANDI - PR;;AVENIDA LONDRINA, 644,;CENTRO;SARANDI;PR;87111220;-2.344.134;-5.187.299;2026-02-09 21:05:02.694969+00;COLOMBO
46592;S46592 - COLOMBO - RUA MARIA SIMAO - 315 - INDAIAL - SC;;RUA MARIA SIMAO, 315;CENTRO;INDAIAL;SC;89080001;-2.688.987;-4.924.411;2026-02-09 21:05:01.947218+00;COLOMBO
17230;S17230 - HAVAN - RUA DIOGENES CHIANCA - 2322 - JOAO PESSOA - PB;;RUA DIOGENES CHIANCA, 2322;AGUA FRIA;JOAO PESSOA;PB;58053000;-716.445;-3.486.187;2026-02-09 21:05:01.598207+00;HAVAN
10146;S10146 - HAVAN - AVENIDA VALDON VARJAO - 2122 - BARRA DO GARCAS - MT;;AVENIDA VALDON VARJAO, 2122;CENTRO;BARRA DO GARCAS;MT;78600000;-1.588.028;-5.227.976;2026-02-09 21:05:02.239959+00;HAVAN
7180;S07180 - COLOMBO - RUA SAO JOSE - 600 - GUAIBA - RS;;RUA SAO JOSE, 600;CENTRO;GUAIBA;RS;92704555;-3.010.808;-5.131.893;2026-02-09 21:05:02.063994+00;COLOMBO
11292;S11292 - COLOMBO - RUA ACAMPAMENTO - 412 - SANTA MARIA - RS;;RUA ACAMPAMENTO, 412;CENTRO;SANTA MARIA;RS;97050002;-2.968.936;-5.380.465;2026-02-09 21:05:02.239959+00;COLOMBO
3360;S03360 - HAVAN - AVENIDA SETE DE SETEMBRO - 1500 - ITAJAI - SC;;AVENIDA SETE DE SETEMBRO, 1500;FAZENDA;ITAJAI;SC;88301204;-2.691.918;-4.865.414;2026-02-09 21:05:02.063994+00;HAVAN
4151;S04151 - FUJIOKA - AVENIDA ANHANGUERA - 5239 - GOIANIA - GO;;AVENIDA ANHANGUERA, 5239;SETOR CENTRAL;GOIANIA;GO;74043010;-166.754;-4.925.972;2026-02-09 21:05:02.384876+00;FUJIOKA
68057;S68057 - COLOMBO - AVENIDA DOUTOR VICENTE MACHADO - 231 - PONTA GROSSA - PR;;AVENIDA DOUTOR VICENTE MACHADO, 231;CENTRO;PONTA GROSSA;PR;84010000;-2.509.479;-501.584;2026-02-09 21:05:02.576155+00;COLOMBO
5123;S02352 - CLIMA RIO - AVENIDA FRANCA - 606 - PORTO ALEGRE - RS;;AVENIDA FRANÇA, 606 - NAVEGANTES, PORTO ALEGRE - RS;QUADRA 1G;SEM CANEDO;GO;;-3.000.346;-5.120.073;2026-02-09 21:05:02.384876+00;FUJIOKA
86209;S86209 - COLOMBO - RUA PARANA - 813 - JACAREZINHO - PR;;RUA PARANA, 813;;JACAREZINHO;PR;86400000;-2.315.942;-4.997.496;2026-02-09 21:05:02.694969+00;COLOMBO
3720;S03720 - FRIGELAR - AV. ALMIRANTE BARROSO - 280 - BELEM - PA;;Av. Almirante Barroso, 280;SAO BRAS;BELEM;PA;66010020;-1.445.897.063.325.890;-48.464.504.132.228.200;2026-02-09 21:05:02.384876+00;FRIGELAR
83013;S83013 - COLOMBO - RUA GENERAL DALTRO FILHO - 1095 - ROCA SALES - RS;;RUA GENERAL DALTRO FILHO, 1095,;;ROCA SALES;RS;95735000;-2.928.695;-518.739;2026-02-09 21:05:01.741346+00;COLOMBO
14486;S14486 - HAVAN - AVENIDA SENADOR SALGADO FILHO - 7277 - VIAMAO - RS;;AVENIDA SENADOR SALGADO FILHO, 7277;JARDIM KRAHE;VIAMAO;RS;94435000;-3.008.506;-5.105.555;2026-02-09 21:05:01.741346+00;HAVAN
1174;S01174 - RAMSONS - SHOPPING STUDIO 5 FESTIVAL MALL - MANAUS - AM;;AVENIDA RODRIGO OTAVIO, 3555;DISTRITO INDUSTRIAL I;MANAUS;AM;69075005;-31.244.495;-599.833.157;2026-02-09 21:05:02.576155+00;RAMSONS
11541;S22065 - COLOMBO - AVENIDA XV DE NOVEMBRO - 502 - JOACABA - SC;;AVENIDA XV DE NOVEMBRO, 502;BOA VISTA;JOACABA;SC;89600000;-2.717.355;-5.150.441;2026-02-09 21:05:02.239959+00;HAVAN
15962;S15962 - HAVAN - RUA OTAVIO SCHEMES - 4105 - GRAVATAI - RS;;RUA OTAVIO SCHEMES, 4105;BARNABE;GRAVATAI;RS;94155000;-2.991.502;-5.102.971;2026-02-09 21:05:01.741346+00;HAVAN
30408;S30408 - COLOMBO - AVENIDA AMAZONAS - 711 - MANDAGUARI - PR;;AVENIDA AMAZONAS, 711;;MANDAGUARI;PR;86975000;-23.527;-5.167.387;2026-02-09 21:05:02.576155+00;COLOMBO
23541;S23541 - COLOMBO - RUA HERCILIO LUZ - 401 - ITAJAI - SC;;RUA HERCILIO LUZ, 401;CENTRO;ITAJAI;SC;88301001;-2.690.592;-4.865.862;2026-02-09 21:05:01.741346+00;COLOMBO
4964;S04964 - DUFRIO - AV. PHILADELPHO MANOEL GOUVEIA NETO - 2551 - SAO JOSE DO RIO PRETO - SP;;Av. Philadelpho Manoel Gouveia Neto, 2551;JARDIM ANGELICA;SAO JOSE DO RIO PRETO;SP;15050006;-2.080.322;-4.937.746;2026-02-09 21:05:01.598207+00;DUFRIO
31641;S31641 - COLOMBO - AVENIDA LONDRINA - 499 - NOVA LONDRINA - PR;;AVENIDA LONDRINA, 499;;NOVA LONDRINA;PR;87970000;-2.276.527;-5.298.307;2026-02-09 21:05:02.576155+00;COLOMBO
22308;S22308 - COLOMBO - RUA 7 DE SETEMBRO - 860 - TOLEDO - PR;;RUA 7 DE SETEMBRO, 860;CENTRO;TOLEDO;PR;85900220;-2.473.313;-5.373.787;2026-02-09 21:05:02.576155+00;COLOMBO
