código_pdv;nome_pdv;razao_social;status;endereco;bairro;cidade;uf;cep;latitude;longitude;created_at;bandeira
33776;33776 - COLOMBO - RUA ULISSES CABRAL - 104 - SAPUCAIA DO SUL - RS;8,98E+13;1;;CENTRO;SAPUCAIA DO SUL;RS;93220000;-298.237.263;-511.480.266;2026-02-09 21:05:01.947218+00;COLOMBO
76319;76319 - COLOMBO - RUA ESTEFANO JOSE VANOLLI - 1199 - ITAJAI - SC;8,98E+13;1;;SAO VICENTE;ITAJAI;SC;88309203;-2.690.462;-4.868.875;2026-02-09 21:05:01.741346+00;COLOMBO
1362;01362 - FRIOPECAS - AVENIDA. AILTON GOMES - 1491 - JUAZEIRO DO NORTE - CE;9,32E+12;1;;FRANCISCANOS;JUAZEIRO DO NORTE;CE;63030120;-722.098;-3.931.381;2026-02-09 21:05:02.239959+00;FRIOPECAS
73999;73999 - COLOMBO - AVENIDA JOAO SACAVEM - 214 - NAVEGANTES - SC;8,98E+13;1;;CENTRO;NAVEGANTES;SC;88370438;-2.690.111;-4.865.219;2026-02-09 21:05:01.741346+00;COLOMBO
31722;31722 - COLOMBO - AVENIDA BRASIL - 1374 - LOANDA - PR;8,98E+13;1;;;LOANDA;PR;87900000;-2.293.102;-531.351;2026-02-09 21:05:02.576155+00;COLOMBO
35396;35396 - COLOMBO - RUA DOUTOR FLORES - 59 - PORTO ALEGRE - RS;8,98E+13;1;;CENTRO HISTORICO;PORTO ALEGRE;RS;90020122;-3.002.774;-5.122.454;2026-02-09 21:05:01.947218+00;COLOMBO
87868;87868 - COLOMBO - AVENIDA IGUACU - 811 - NOVA PRATA DO IGUACU - PR;8,98E+13;1;;;NOVA PRATA DO IGUACU;PR;85685000;-2.563.428;-5.334.561;2026-02-09 21:05:02.694969+00;COLOMBO
3875;03875 - HAVAN - SHOPPING & SPORTS - CURITIBA - PR;7,94E+13;1;;XAXIM;CURITIBA;PR;81830285;-2.551.859;-4.925.529;2026-02-09 21:05:02.694969+00;HAVAN
79172;79172 - COLOMBO - AVENIDA AVENIDA LUIZ FRANCISO PAGGI - 785 - VERE - PR;8,98E+13;1;;;VERE;PR;85585000;-25.882.727;-529.061.389;2026-02-09 21:05:02.694969+00;COLOMBO
6467;06467 - HAVAN - AVENIDA CENTENARIO - 1151 - CRICIUMA - SC;7,94E+13;1;;PINHEIRINHO;CRICIUMA;SC;88805000;-2.869.052;-4.939.139;2026-02-09 21:05:02.063994+00;HAVAN
1491;01491 - COLOMBO - AVENIDA PRESIDENTE VARGAS - 1198 - NOVA PRATA - RS;8,98E+13;1;;;NOVA PRATA;RS;95320000;-2.878.801;-5.160.933;2026-02-09 21:05:02.063994+00;COLOMBO
22146;22146 - COLOMBO - AVENIDA TUPI - 2342 - PATO BRANCO - PR;8,98E+13;1;;CENTRO;PATO BRANCO;PR;85501063;-262.261;-5.267.125;2026-02-09 21:05:02.576155+00;COLOMBO
4106;04106 - FRIGELAR - AVENIDA ENG DOMINGOS FERREIRA - 2030 - RECIFE - PE;9,27E+13;1;;BOA VIAGEM;RECIFE;PE;51020030;-811.427;-3.489.465;2026-02-09 21:05:01.598207+00;FRIGELAR
2731;02731 - RAMSONS - AVENIDA EPHIGENIO SALLES - 3047 - MANAUS - AM;3,34E+12;1;;ALEIXO;MANAUS;AM;69060020;-30.906.898;-599.920.418;2026-02-09 21:05:02.384876+00;RAMSONS
12270;12270 - HAVAN - SHOPPING ITAGUACU - SAO JOSE - SC;7,94E+13;1;;BARREIROS;SAO JOSE;SC;88117900;-2.758.348;-4.861.393;2026-02-09 21:05:02.239959+00;HAVAN
39979;39979 - COLOMBO - AVENIDA PARANA - 197 - LONDRINA - PR;8,98E+13;1;;CENTRO;LONDRINA;PR;86010370;-2.331.092;-511.621;2026-02-09 21:05:02.576155+00;COLOMBO
1506;01506 - RAMSONS - RUA JOSE PARANAGUA - 242 - MANAUS - AM;3,34E+12;1;;CENTRO;MANAUS;AM;69005130;-31.359.294;-600.208.089;2026-02-09 21:05:02.576155+00;RAMSONS
6952;06952 - FUJIOKA - AVENIDA CORONEL. BENTO DE GODOY - 578 - CALDAS NOVAS - GO;1,01E+12;1;;CENTRO;CALDAS NOVAS;GO;75680001;-1.774.327;-4.862.419;2026-02-09 21:05:02.384876+00;FUJIOKA
14729;14729 - HAVAN - AVENIDA GETULIO VARGAS - 454 - JACAREI - SP;7,94E+13;1;;JARDIM CALIFORNIA;JACAREI;SP;12305000;-2.328.681;-4.595.328;2026-02-09 21:05:02.780508+00;HAVAN
6736;06736 - ANGELONI - RUA CORONEL BERNARDO GRUBBA - 247 - JARAGUA DO SUL - SC;8,36E+13;1;;CENTRO;JARAGUA DO SUL;SC;89251090;-2.647.598;-4.909.125;2026-02-09 21:05:02.063994+00;ANGELONI
7509;07509 - FUJIOKA - TRINDADE/GO;1,01E+12;1;;VILA MARIA;TRINDADE;GO;75392652;-1.665.506;-4.948.682;2026-02-09 21:05:02.384876+00;FUJIOKA
78281;78281 - COLOMBO - AVENIDA NARCISO SILVA - 1751 - CAPAO DO LEAO - RS;8,98E+13;1;;;CAPAO DO LEAO;RS;96160000;-3.176.492;-5.250.029;2026-02-09 21:05:01.741346+00;COLOMBO
12183;12183 - COLOMBO - AVENIDA GENERAL OSORIO - 440 - CRUZ ALTA - RS;8,98E+13;1;;CENTRO;CRUZ ALTA;RS;98005150;-2.864.515;-5.360.457;2026-02-09 21:05:02.239959+00;COLOMBO
14214;14214 - REGIONAL SUL - HAVAN - RIO GRANDE - VILA MARIA - RS;7,94E+13;1;;VILA MARIA;RIO GRANDE;RS;96203295;-3.207.649;-5.215.257;2026-02-09 21:05:01.741346+00;HAVAN
40470;40470 - COLOMBO - RUA DOUTOR JORGE XAVIER DA SILVA - 179 - CASTRO - PR;8,98E+13;1;;CENTRO;CASTRO;PR;84165000;-2.478.707;-5.000.751;2026-02-09 21:05:02.576155+00;COLOMBO
75932;75932 - COLOMBO - RUA FRANCISCO VAHLDIECK - 686 - BLUMENAU - SC;8,98E+13;1;;FORTALEZA;BLUMENAU;SC;89056000;-26.881;-4.906.846;2026-02-09 21:05:01.741346+00;COLOMBO
3640;03640 - DUFRIO - PRACA JACOMO ZANELA - 187 - SAO PAULO - SP;1,75E+12;1;;AGUA BRANCA;SAO PAULO;SP;5038010;-2.351.602;-466.987;2026-02-09 21:05:02.239959+00;DUFRIO
1689;01689 - RAMSONS - RUA GUILHERME MOREIRA - 216 - MANAUS - AM;3,34E+12;1;;CENTRO;MANAUS;AM;69005300;-31.361.267;-600.235.302;2026-02-09 21:05:02.384876+00;RAMSONS
164;00164 - CLIMA RIO - RUA MANOEL JOAO GONCALVES - 84 - SAO GONCALO - RJ;5,28E+12;1;;ALCANTARA;SAO GONCALO;RJ;24711080;-2.282.369;-4.300.045;2026-02-09 21:05:01.598207+00;CLIMA RIO
3162;03162 - CLIMA RIO - AVENIDA DOUTOR FRANCISCO JUNQUEIRA - 851 - RIBEIRAO PRETO - SP;8,82E+12;1;;JARDIM MOSTEIRO;RIBEIRAO PRETO;SP;14085310;-2.117.389;-4.780.471;2026-02-09 21:05:01.598207+00;CLIMA RIO
88597;88597 - COLOMBO - AVENIDA ANHANGUERA - S/N - PEIXOTO DE AZEVEDO - MT;3,30E+13;1;;UNIAO DO NORTE;PEIXOTO DE AZEVEDO;MT;78533000;-1.025.756;-5.499.941;2026-02-09 21:05:02.384876+00;COLOMBO
3053;03053 - FRIGELAR - AVENIDA PARA - 1269 - PORTO ALEGRE - RS;9,27E+13;1;;NAVEGANTES;PORTO ALEGRE;RS;90240591;-3.001.343;-5.119.994;2026-02-09 21:05:02.063994+00;FRIGELAR
37675;37675 - COLOMBO - RUA GENERAL BACELAR - 321 - RIO GRANDE - RS;8,98E+13;1;;CENTRO;RIO GRANDE;RS;96200370;-3.203.168;-5.209.486;2026-02-09 21:05:01.947218+00;COLOMBO
85148;85148 - COLOMBO - AVENIDA BRASIL - 814 - FOZ DO IGUACU - PR;8,98E+13;1;;CENTRO;FOZ DO IGUACU;PR;85851000;-255.413;-5.458.622;2026-02-09 21:05:02.694969+00;COLOMBO
13757;13757 - REGIONAL SUL - HAVAN - 0144 - SAO FRANCISCO DO SUL - ACARAI - SC;7,94E+13;1;;;SAO FRANCISCO DO SUL;SC;89240000;-2.623.931;-4.863.129;2026-02-09 21:05:01.741346+00;HAVAN
28934;28934 - COLOMBO - AVENIDA PRESIDENTE KENNEDY - 577 - SAO JOSE - SC;8,98E+13;1;;CAMPINAS;SAO JOSE;SC;88101001;-2.759.596;-486.099;2026-02-09 21:05:01.947218+00;COLOMBO
2631;02631 - HAVAN - RODOVIA BR 101 - 1019 - BARRA VELHA - SC;7,94E+13;1;;SAO CRISTOVAO;BARRA VELHA;SC;88390000;-266.363.279;-487.009.496;2026-02-09 21:05:02.063994+00;HAVAN
5025;05025 - CLIMA RIO - TRAVESSA DIJALMA DUTRA - 164 - BELEM - PA;8,82E+12;1;;TELEGRAFO;BELEM;PA;66113010;-143.064;-4.848.959;2026-02-09 21:05:02.384876+00;CLIMA RIO
146;00146 - UNIAR - RUA BARAO DE CAMPINAS - 690 - SAO PAULO - SP;6,61E+13;1;;CAMPOS ELISEOS;SAO PAULO;SP;1201000;-2.353.523;-466.483;2026-02-09 21:05:01.598207+00;STR
22812;22812 - COLOMBO - RUA ANDRADAS - 434 - ALEGRETE - RS;8,98E+13;1;;PRADO;ALEGRETE;RS;97543110;-2.979.971;-5.581.667;2026-02-09 21:05:01.741346+00;COLOMBO
10644;10644 - COLOMBO - AVENIDA REVERENDO AMERICO VESPUCIO CABRAL - 358 - VIAMAO - RS;8,98E+13;1;;CENTRO;VIAMAO;RS;94410300;-3.008.279;-5.103.025;2026-02-09 21:05:02.239959+00;COLOMBO
29825;29825 - COLOMBO - RUA PADRE BIAGGIO SIMONETTI - 275 - FRAIBURGO - SC;8,98E+13;1;;;FRAIBURGO;SC;89580000;-2.702.573;-5.092.183;2026-02-09 21:05:01.947218+00;COLOMBO
610;00610 - BHP - AVENIDA BARAO DE TATUI 1578 - SN - SOROCABA - SP;5,35E+13;1;;JARDIM VERGUEIRO;SOROCABA;SP;18030000;-2.351.529;-4.746.583;2026-02-09 21:05:02.239959+00;BHP
7277;07277 - HAVAN - AVENIDA PREFEITO WALDEMAR GRUBBA - 1800 - JARAGUA DO SUL - SC;7,94E+13;1;;VILA LALAU;JARAGUA DO SUL;SC;89256501;-264.792;-4.906.428;2026-02-09 21:05:02.063994+00;HAVAN
5854;05854 - FRIGELAR - AVENIDA GENERAL CARNEIRO - 914 - SOROCABA - SP;9,27E+13;1;;VILA LUCY;SOROCABA;SP;18043004;-2.350.434;-4.747.718;2026-02-09 21:05:02.239959+00;FRIGELAR
9563;09563 - HAVAN - AVENIDA CORONEL ANTONIO HONORATO VIANA - 1294 - PETROLINA - PE;7,94E+13;1;;JARDIM MARAVILHA;PETROLINA;PE;56308000;-93.889.751;-405.201.263;2026-02-09 21:05:01.598207+00;HAVAN
2234;02234 - ANGELONI - RUA BARAO DO RIO BRANCO - 732 - JARAGUA DO SUL - SC;8,36E+13;1;;CENTRO;JARAGUA DO SUL;SC;89251400;-2.649.223;-4.907.608;2026-02-09 21:05:02.063994+00;ANGELONI
14712;14712 - COLOMBO - AVENIDA PRESIDENTE VARGAS - 249 - ESTANCIA VELHA - RS;8,98E+13;1;;CENTRO;ESTANCIA VELHA;RS;93600010;-2.965.227;-5.117.075;2026-02-09 21:05:01.741346+00;COLOMBO
117;00117 - UNIAR - RUA BERNARDO MASCARENHAS - 323 - BELO HORIZONTE - MG;5,50E+13;1;;CIDADE JARDIM;BELO HORIZONTE;MG;30380010;-1.993.833;-4.394.867;2026-02-09 21:05:02.576155+00;POLOAR
25919;25919 - COLOMBO - RUA QUINZE DE NOVEMBRO - 1356 - SAO JOSE DOS PINHAIS - PR;8,98E+13;1;;CENTRO;SAO JOSE DOS PINHAIS;PR;83005000;-255.363.859;-492.050.956;2026-02-09 21:05:02.576155+00;COLOMBO
507;00507 - HAVAN - RUA GENERAL MARIO TOURINHO - 2290 - CURITIBA - PR;7,94E+13;1;;BARIGUI;CURITIBA;PR;80740000;-2.543.329;-4.931.155;2026-02-09 21:05:02.694969+00;HAVAN
2801;02801 - HAVAN - RUA PRINCIPAL ELIANE MOTTA - 1787 - SAO JOSE - SC;7,94E+13;1;;BELA VISTA;SAO JOSE;SC;88110840;-275.653.121;-486.156.076;2026-02-09 21:05:02.063994+00;HAVAN
9590;09590 - ANGELONI - AVENIDA DOUTOR NEREU RAMOS - 439 - SAO FRANCISCO DO SUL - SC;8,36E+13;1;;;SAO FRANCISCO DO SUL;SC;89240000;-2.625.539;-4.864.327;2026-02-09 21:05:01.947218+00;ANGELONI
2984;02984 - HAVAN - NORTE SHOPPING BLUMENAU - BLUMENAU - SC;7,94E+13;1;;SALTO DO NORTE;BLUMENAU;SC;89065800;-2.687.555;-4.911.819;2026-02-09 21:05:02.063994+00;HAVAN
83870;83870 - COLOMBO - AV AV VEREADOR SILVIO ALVES - 1188 - PAICANDU - PR;8,98E+13;1;;;PAICANDU;PR;87140000;-2.344.988;-520.336;2026-02-09 21:05:02.694969+00;COLOMBO
34152;34152 - COLOMBO - PRACA NEREU RAMOS - 372 - CRICIUMA - SC;8,98E+13;1;;CENTRO;CRICIUMA;SC;88801500;-2.867.854;-4.936.925;2026-02-09 21:05:01.947218+00;COLOMBO
80936;80936 - COLOMBO - AVENIDA AVENIDA GENERAL FLORES DA CUNHA - 661 - SINIMBU - RS;8,98E+13;1;;;SINIMBU;RS;96890000;-2.953.626;-5.251.903;2026-02-09 21:05:02.063994+00;COLOMBO
345;00345 - HAVAN - AVENIDA BRASIL - 6986 - CASCAVEL - PR;7,94E+13;1;;CENTRO;CASCAVEL;PR;85810000;-249.547;-5.346.513;2026-02-09 21:05:02.694969+00;HAVAN
39538;39538 - COLOMBO - AVENIDA CAVALHADA - 2980 - PORTO ALEGRE - RS;8,98E+13;1;;CAVALHADA;PORTO ALEGRE;RS;91740000;-3.010.243;-5.123.089;2026-02-09 21:05:01.947218+00;COLOMBO
73131;73131 - COLOMBO - RUA SANTA CATARINA - 1183 - JOINVILLE - SC;8,98E+13;1;;FLORESTA;JOINVILLE;SC;89211307;-2.633.319;-4.884.732;2026-02-09 21:05:02.576155+00;COLOMBO
8168;08168 - HAVAN - ROD PA 275 - 1949 - PARAUAPEBAS - PA;7,94E+13;1;;CARAJAS;PARAUAPEBAS;PA;68515000;-606.586;-4.991.029;2026-02-09 21:05:02.384876+00;HAVAN
26990;26990 - COLOMBO - AVENIDA BRASIL - 3252 - MARINGA - PR;8,98E+13;1;;;MARINGA;PR;87013000;-2.342.089;-5.193.375;2026-02-09 21:05:02.576155+00;COLOMBO
79687;79687 - COLOMBO - AVENIDA NESTOR FREDERICO HENN - 2220 - VERA CRUZ - RS;8,98E+13;1;;;VERA CRUZ;RS;96880000;-2.971.535;-5.250.742;2026-02-09 21:05:02.063994+00;COLOMBO
74618;74618 - COLOMBO - ALAMEDA ARISTILIANO RAMOS - 264 - RIO DO SUL - SC;8,98E+13;1;;CENTRO;RIO DO SUL;SC;89160141;-2.721.546;-4.964.274;2026-02-09 21:05:01.741346+00;COLOMBO
40209;40209 - COLOMBO - RUA FARIA SOBRINHO - 433 - PARANAGUA - PR;8,98E+13;1;;CENTRO HISTORICO;PARANAGUA;PR;83203000;-2.551.805;-4.850.528;2026-02-09 21:05:02.576155+00;COLOMBO
3081;03081 - CLIMA RIO - RODOVIA BR-116 - 825 - FORTALEZA - CE;8,82E+12;1;;CIDADE DOS FUNCIONARIOS;FORTALEZA;CE;60842395;-37.926.197;-385.083.444;2026-02-09 21:05:01.598207+00;CLIMA RIO
154;00154 - UNIAR - ESTRADA MUNICIPAL JOSE GERALDO APARECIDO/FISGAO - 2539 - EXTREMA - MG;1,89E+13;1;;DOS PIRES;EXTREMA;MG;37640000;-228.690.479;-463.420.272;2026-02-09 21:05:02.780508+00;POLOAR
3478;03478 - ANGELONI - AVENIDA 4 QUARTA AVENIDA - 880 - BALNEARIO CAMBORIU - SC;8,36E+13;1;;;BALNEARIO CAMBORIU;SC;88330110;-2.699.577;-4.864.013;2026-02-09 21:05:02.063994+00;ANGELONI
79768;79768 - COLOMBO - RUA 28 DE AGOSTO - 1437 - GUARAMIRIM - SC;8,98E+13;1;;;GUARAMIRIM;SC;89270000;-2.647.371;-4.900.044;2026-02-09 21:05:02.063994+00;COLOMBO
86543;86543 - COLOMBO - AVENIDA BRASIL - 695 - MANDIRITUBA - PR;8,98E+13;1;;CENTRO;MANDIRITUBA;PR;83800036;-2.577.536;-4.932.566;2026-02-09 21:05:02.694969+00;COLOMBO
403;00403 - AMBIENTE - AVENIDA DO COWBOY - 345 - CASCAVEL - PR;5,10E+12;1;;PION CATARINENSES;CASCAVEL;PR;85805450;-2.497.694;-5.348.699;2026-02-09 21:05:02.694969+00;AMBIENTE
197;00197 - UNIAR - RUA BRIGADEIRO FRANCO - 3.353 - CURITIBA - PR;2,89E+13;1;;CENTRO;CURITIBA;PR;80250030;-254.489;-4.927.305;2026-02-09 21:05:02.694969+00;STR
1281;01281 - FRIOPECAS - AVENIDA IMPERADOR - 1092 - FORTALEZA - CE;9,32E+12;1;;CENTRO;FORTALEZA;CE;60015050;-373.063;-3.853.552;2026-02-09 21:05:01.598207+00;FRIOPECAS
8003;08003 - ANGELONI - RUA CORONEL TEIXEIRA OLIVEIRA - 128 - BIGUACU - SC;8,36E+13;1;;PRADO DE BAIXO;BIGUACU;SC;88160001;-2.749.714;-4.865.506;2026-02-09 21:05:01.947218+00;ANGELONI
12345;12345 - COLOMBO - RUA CORONEL ALFREDO BORN - 679 - SAO LOURENCO DO SUL - RS;8,98E+13;1;;;SAO LOURENCO DO SUL;RS;96170000;-3.136.327;-5.198.151;2026-02-09 21:05:02.063994+00;COLOMBO
1207;01207 - UNIAR - ALAMEDA DOS NHAMBIQUARAS - 1876 - SAO PAULO - SP;1,89E+13;1;;MOEMA;SAO PAULO;SP;4515001;-2.361.367;-4.666.562;2026-02-09 21:05:02.239959+00;POLOAR
22570;22570 - COLOMBO - AVENIDA PREFEITO EVANDRO BEHR - 6725 - SANTA MARIA - RS;8,98E+13;1;;CENTRO;SANTA MARIA;RS;97010970;-297.019.197;-537.216.212;2026-02-09 21:05:01.741346+00;COLOMBO
1734;01734 - COLOMBO - AVENIDA JULIO DE CASTILHOS - 132 - CANELA - RS;8,98E+13;1;;;CANELA;RS;95680000;-2.936.037;-508.128;2026-02-09 21:05:02.063994+00;COLOMBO
78877;78877 - COLOMBO - AVENIDA LUIZ SILVEIRA - 720 - PALMARES DO SUL - RS;8,98E+13;1;;;PALMARES DO SUL;RS;95540000;-3.025.811;-5.050.872;2026-02-09 21:05:01.741346+00;COLOMBO
29159;29159 - COLOMBO - RUA GETULIO VARGAS - 1111 - PARANAVAI - PR;8,98E+13;1;;CENTRO;PARANAVAI;PR;87702000;-2.308.077;-5.246.259;2026-02-09 21:05:02.576155+00;COLOMBO
71600;71600 - COLOMBO - RUA XV DE NOVEMBRO - 2132 - CAMPO LARGO - PR;8,98E+13;1;;CENTRO;CAMPO LARGO;PR;83601030;-2.545.977;-4.952.767;2026-02-09 21:05:02.576155+00;COLOMBO
17223;17223 - COLOMBO - RUA ACAMPAMENTO - 118 - SANTA MARIA - RS;8,98E+13;1;;CENTRO;SANTA MARIA;RS;97050000;-2.968.717;-5.380.672;2026-02-09 21:05:01.741346+00;COLOMBO
3273;03273 - COLOMBO - RUA BORGES DE MEDEIROS - 1438 - FLORES DA CUNHA - RS;8,98E+13;1;;;FLORES DA CUNHA;RS;95270000;-2.902.888;-5.118.255;2026-02-09 21:05:02.063994+00;COLOMBO
6299;06299 - COLOMBO - AVENIDA PRESIDENTE LUCENA - 3155 - IVOTI - RS;8,98E+13;1;;;IVOTI;RS;93900000;-2.959.596;-5.116.116;2026-02-09 21:05:02.063994+00;COLOMBO
4649;04649 - CLIMA RIO - AVENIDA PRESIDENTE EPITACIO PESSOA - 941 - JOAO PESSOA - PB;8,82E+12;1;;JOAO PESSOA;JOAO PESSOA;PB;58015220;-711.964;-3.486.203;2026-02-09 21:05:01.598207+00;CLIMA RIO
39111;39111 - COLOMBO - RUA FRANCISCO BUSATO - 8111 - COLOMBO - PR;8,98E+13;1;;CENTRO;COLOMBO;PR;83414290;-2.529.191;-49.223;2026-02-09 21:05:02.576155+00;COLOMBO
36946;36946 - COLOMBO - RUA DOM PEDRO II - 670 - SAO MATEUS DO SUL - PR;8,98E+13;1;;;SAO MATEUS DO SUL;PR;83900000;-2.587.253;-5.038.507;2026-02-09 21:05:02.576155+00;COLOMBO
81665;81665 - COLOMBO - AVENIDA ANTONIO NUNES DE SOUZA - 14 - COCAL DO SUL - SC;8,98E+13;1;;;COCAL DO SUL;SC;88845000;-285.991;-493.235;2026-02-09 21:05:02.063994+00;COLOMBO
200;00200 - FRIOPECAS - RUA BARAO DE ATALAIA - 603 - MACEIO - AL;9,32E+12;1;;CENTRO;MACEIO;AL;57020510;-966.302;-3.573.052;2026-02-09 21:05:01.598207+00;FRIOPECAS
2499;02499 - RAMSONS - AVENIDA LEOPOLDO PERES - 435 - MANAUS - AM;3,34E+12;1;;EDUCANDOS;MANAUS;AM;69070250;-31.431.884;-60.010.558;2026-02-09 21:05:02.384876+00;RAMSONS
18201;18201 - REGIONAL SUL - HAVAN - MACEIO - JARDIM PETROPOLIS - AL;7,94E+13;1;;JARDIM PETROPOLIS;MACEIO;AL;57080590;-959.565;-3.575.144;2026-02-09 21:05:01.598207+00;HAVAN
7201;07201 - ANGELONI - RUA MINISTRO CALOGERAS - 1639 - JOINVILLE - SC;8,36E+13;1;;;JOINVILLE;SC;89202005;-2.630.743;-4.884.774;2026-02-09 21:05:02.694969+00;ANGELONI
79849;79849 - COLOMBO - AVENIDA IGUACU - 121 - CAPITAO LEONIDAS MARQUES - PR;8,98E+13;1;;;CAPITAO LEONIDAS MARQUES;PR;85790000;-2.547.692;-5.361.305;2026-02-09 21:05:02.694969+00;COLOMBO
86624;86624 - COLOMBO - RUA MARECHAL DEODORO - 532 - AGUDO - RS;8,98E+13;1;;;AGUDO;RS;96540000;-296.438;-5.324.722;2026-02-09 21:05:01.598207+00;COLOMBO
67913;67913 - COLOMBO - RUA OLAVO BILAC - 915 - SANTO CRISTO - RS;8,98E+13;1;;;SANTO CRISTO;RS;98960000;-2.782.415;-5.466.574;2026-02-09 21:05:01.947218+00;COLOMBO
7781;07781 - HAVAN - ALAMEDA SANTA MARIA BR 040 - SN - VALPARAISO DE GOIAS - GO;7,94E+13;1;;PARQUE ESPLANADA V;VALPARAISO DE GOIAS;GO;72874101;-1.609.604;-4.798.104;2026-02-09 21:05:02.384876+00;HAVAN
33695;33695 - COLOMBO - RUA DOUTOR FLORES - 119 - PORTO ALEGRE - RS;8,98E+13;1;;CENTRO HISTORICO;PORTO ALEGRE;RS;90020122;-3.002.826;-5.122.458;2026-02-09 21:05:01.947218+00;COLOMBO
73301;73301 - COLOMBO - AVENIDA ANICETO ZACCHI - 983 - PALHOCA - SC;8,98E+13;1;;PONTE DO IMARUIM;PALHOCA;SC;88130301;-2.763.845;-4.865.167;2026-02-09 21:05:01.741346+00;COLOMBO
2570;02570 - RAMSONS - AVENIDA NOEL NUTELS - 1762 - MANAUS - AM;3,34E+12;1;;CIDADE NOVA;MANAUS;AM;69095000;-30.313.987;-599.761.818;2026-02-09 21:05:02.384876+00;RAMSONS
1149;01149 - COLOMBO - RUA JACOB ELY - 200 - GARIBALDI - RS;8,98E+13;1;;;GARIBALDI;RS;95720000;-2.925.644;-5.152.788;2026-02-09 21:05:02.063994+00;COLOMBO
46169;46169 - COLOMBO - AVENIDA GETULIO VARGAS - 500 - TIMBO - SC;8,98E+13;1;;;TIMBO;SC;89120000;-2.682.364;-4.927.693;2026-02-09 21:05:01.947218+00;COLOMBO
16847;16847 - COLOMBO - RUA INDEPENDENCIA - 843 - ITAQUI - RS;8,98E+13;1;;;ITAQUI;RS;97650000;-2.912.627;-5.655.631;2026-02-09 21:05:01.741346+00;COLOMBO
3694;03694 - FUJIOKA - PARK SHOPPING BRASILIA - BRASILIA - DF;1,01E+12;1;;BRASILIA;BRASILIA;DF;;-1.582.526;-4.814.222;2026-02-09 21:05:02.384876+00;FUJIOKA
825;00825 - LIDER - CASTANHEIRA SHOPPING - BELEM - PA;5,05E+12;1;;CASTANHEIRA;BELEM;PA;66630505;-140.400.948.236.028;-484.305.408.938.685;2026-02-09 21:05:02.384876+00;LIDER
2910;02910 - FRIGELAR - RUA ROCKFELLER - 826 - CURITIBA - PR;9,27E+13;1;;REBOUCAS;CURITIBA;PR;80230130;-2.544.523;-4.926.222;2026-02-09 21:05:02.694969+00;FRIGELAR
85490;85490 - COLOMBO - RUA PADRE JONAS VAZ SANTOS - 469 - SERTANOPOLIS - PR;8,98E+13;1;;;SERTANOPOLIS;PR;86170000;-2.306.006;-5.103.792;2026-02-09 21:05:02.694969+00;COLOMBO
71430;71430 - COLOMBO - AVENIDA BARRIGA VERDE - 640 - BALNEARIO ARROIO DO SILVA - SC;8,98E+13;1;;;BALNEARIO ARROIO DO SILVA;SC;88914000;-2.898.492;-494.178;2026-02-09 21:05:01.947218+00;COLOMBO
1461;01461 - CLIMA RIO - AVENIDA LEITAO DA SILVA - 1187 - VITORIA - ES;8,82E+12;1;;GURIGICA;VITORIA;ES;29046010;-2.030.609;-4.030.314;2026-02-09 21:05:02.576155+00;CLIMA RIO
12264;12264 - COLOMBO - RUA ANDRADE NEVES - 1979 - PELOTAS - RS;8,98E+13;1;;CENTRO;PELOTAS;RS;96020080;-3.176.614;-5.234.148;2026-02-09 21:05:02.239959+00;COLOMBO
84176;84176 - COLOMBO - RUA SAO PAULO - 444 - ANDIRA - PR;8,98E+13;1;;;ANDIRA;PR;86380000;-2.305.009;-5.022.786;2026-02-09 21:05:02.694969+00;COLOMBO
8780;08780 - ANGELONI - AVENIDA GETULIO VARGAS - 1259 - ARARANGUA - SC;8,36E+13;1;;URUSSANGUINHA;ARARANGUA;SC;88905482;-289.409;-4.947.626;2026-02-09 21:05:01.947218+00;ANGELONI
73212;73212 - COLOMBO - AVENIDA LUIZ DE CAMOES - 439 - LAGES - SC;8,98E+13;1;;CORAL;LAGES;SC;88523000;-278.067;-5.030.461;2026-02-09 21:05:01.741346+00;COLOMBO
30599;30599 - COLOMBO - RUA DOMINGOS FARIAS - 32 - RIO BRANCO DO SUL - PR;8,98E+13;1;;;RIO BRANCO DO SUL;PR;83540000;-2.518.829;-4.931.358;2026-02-09 21:05:02.576155+00;COLOMBO
1589;01589 - HAVAN - JARAGUA DO SUL PARK SHOPPING - JARAGUA DO SUL - SC;7,94E+13;1;;CENTRO;JARAGUA DO SUL;SC;89251970;-2.648.006;-4.908.519;2026-02-09 21:05:02.063994+00;HAVAN
141;00141 - UNIAR - RUA MARIZ E BARROS - 521 - NITEROI - RJ;4,84E+13;1;;NITEROI;NITEROI;RJ;24220121;-2.290.196;-4.310.005;2026-02-09 21:05:01.598207+00;POLOAR
316;00316 - UNIAR - RUA FRANCISCO DO PILAR - 1 - SAO PAULO - SP;1,89E+13;1;;JARDIM SANTO ELIAS;SAO PAULO;SP;5136070;-2.350.585;-4.674.994;2026-02-09 21:05:01.598207+00;POLOAR
390;00390 - FRIOPECAS - ALAMEDA GLETE - 812 - SAO PAULO - SP;9,32E+12;1;;CAMPOS ELISEOS;SAO PAULO;SP;1215001;-2.353.621;-4.664.857;2026-02-09 21:05:01.598207+00;FRIOPECAS
