código_pdv;nome_pdv;razao_social;status;endereco;bairro;cidade;uf;cep;latitude;longitude;created_at;bandeira
16268;16268 - REGIONAL SUL - HAVAN - CATANDUVA - JARDIM AMENDOLA - SP;7,94E+13;1;;JARDIM AMENDOLA;CATANDUVA;SP;15801120;-2.115.057;-4.898.925;2026-02-09 21:05:02.780508+00;HAVAN
88406;88406 - COLOMBO - AVENIDA ITALIA - 2089 - BALNEARIO PINHAL - RS;8,98E+13;1;;;BALNEARIO PINHAL;RS;95599000;-3.024.854;-502.346;2026-02-09 21:05:01.598207+00;COLOMBO
20100;20100 - COLOMBO - RUA SANTA CATARINA - 1305 - JOINVILLE - SC;8,98E+13;1;;FLORESTA;JOINVILLE;SC;89211305;-2.633.433;-488.476;2026-02-09 21:05:02.576155+00;COLOMBO
1473;01473 - LIDER - RODOVIA BR 316 KM 2 - SN - ANANINDEUA - PA;5,05E+12;1;;GUANABARA;ANANINDEUA;PA;67033009;-139.417.295.035.494;-484.198.640.662.581;2026-02-09 21:05:02.576155+00;LIDER
47300;47300 - COLOMBO - RUA JULIO DE CASTILHOS - 719 - FARROUPILHA - RS;8,98E+13;1;;CENTRO;FARROUPILHA;RS;95170480;-2.923.001;-5.134.547;2026-02-09 21:05:01.947218+00;COLOMBO
11118;11118 - HAVAN - LAGES SHOPPING CENTER - LAGES - SC;7,94E+13;1;;GUARUJA;LAGES;SC;88521440;-277.926.621;-5.028.337;2026-02-09 21:05:02.239959+00;HAVAN
17310;17310 - REGIONAL SUL - HAVAN - SAO LUIS - COHAMA - MA;7,94E+13;1;;COHAMA;SAO LUIS;MA;65074115;-250.726;-4.424.187;2026-02-09 21:05:01.598207+00;HAVAN
9557;09557 - COLOMBO - AVENIDA SEN PINHEIRO MACHADO - 2640 - SAO LUIZ GONZAGA - RS;8,98E+13;1;;;SAO LUIZ GONZAGA;RS;97800000;-2.840.972;-5.494.553;2026-02-09 21:05:01.947218+00;COLOMBO
24432;24432 - COLOMBO - AVENIDA MARECHAL DEODORO - 367 - JARAGUA DO SUL - SC;8,98E+13;1;;CENTRO;JARAGUA DO SUL;SC;89251701;-2.648.467;-4.908.278;2026-02-09 21:05:01.741346+00;COLOMBO
3107;03107 - REGIONAL SUL - HAVAN - 0030 - BLUMENAU - ITOUPAVA NORTE - SC;7,94E+13;1;;ITOUPAVA NORTE;BLUMENAU;SC;89052475;-268.873.781;-490.691.532;2026-02-09 21:05:02.063994+00;HAVAN
87353;87353 - COLOMBO - AVENIDA PARANA - 450 - GARUVA - SC;8,98E+13;1;;;GARUVA;SC;89248000;-2.602.956;-4.885.651;2026-02-09 21:05:01.598207+00;COLOMBO
339;00339 - COLOMBO - AVENIDA JULIO DE CASTILHOS - 1609 - CAXIAS DO SUL - RS;8,98E+13;1;;CENTRO;CAXIAS DO SUL;RS;95010003;-291.678;-5.117.774;2026-02-09 21:05:02.239959+00;COLOMBO
119;00119 - FRIGELAR - AVENIDA PERNAMBUCO - 2285 - PORTO ALEGRE - RS;9,27E+13;1;;;PORTO ALEGRE;RS;90240005;-300.129;-5.120.231;2026-02-09 21:05:02.239959+00;FRIGELAR
81070;81070 - COLOMBO - RUA LOURIVAL WENDLER - 406 - CURITIBA - PR;8,98E+13;1;;CAJURU;CURITIBA;PR;82960030;-2.546.889;-4.920.893;2026-02-09 21:05:02.694969+00;COLOMBO
3991;03991 - FRIGELAR - RUA PARA - 640 - MANAUS - AM;9,27E+13;1;;NOSSA SENHORA DAS GRACAS;MANAUS;AM;69053575;-31.096.584;-600.169.235;2026-02-09 21:05:02.384876+00;FRIGELAR
152;00152 - AMBIENTE - AVENIDA DR GASTAO VIDIGAL - 165 - MARINGA - PR;5,10E+12;1;;;MARINGA;PR;87050440;-2.343.149;-5.190.562;2026-02-09 21:05:02.694969+00;AMBIENTE
33504;33504 - COLOMBO - RUA XV DE NOVEMBRO - 2178 - CAMPO LARGO - PR;8,98E+13;1;;CENTRO;CAMPO LARGO;PR;83601030;-2.545.977;-4.952.767;2026-02-09 21:05:02.576155+00;COLOMBO
5935;05935 - FRIGELAR - RUA QUIRINO DOS SANTOS - 167 - SAO PAULO - SP;9,27E+13;1;;VARZEA DA BARRA FUNDA;SAO PAULO;SP;1141020;-2.352.323;-4.666.459;2026-02-09 21:05:02.239959+00;FRIGELAR
32702;32702 - COLOMBO - AVENIDA SALOMAO C DE ALMEIDA - 281 - CURITIBANOS - SC;8,98E+13;1;;;CURITIBANOS;SC;89520000;-2.728.732;-5.057.765;2026-02-09 21:05:01.947218+00;COLOMBO
83609;83609 - COLOMBO - RUA CORONEL FARRAPOS - 777 - CAMPOS NOVOS - SC;8,98E+13;1;;;CAMPOS NOVOS;SC;89620000;-2.739.796;-5.122.236;2026-02-09 21:05:01.741346+00;COLOMBO
1223;01223 - DIS - AVENIDA CRISTIANO MACHADO - 2940 - BELO HORIZONTE - MG;2,32E+13;1;;;BELO HORIZONTE;MG;31160372;-1.988.085;-4.392.973;2026-02-09 21:05:02.576155+00;A DEFINIR
8068;08068 - FUJIOKA - QUADRA QA 04 - SN - PLANALTINA - GO;1,01E+12;1;;SETOR LESTE;PLANALTINA;GO;73752104;-154.532.734;-476.024.746;2026-02-09 21:05:02.384876+00;FUJIOKA
5908;05908 - HAVAN - RUA FERNANDO CORREA DA COSTA - SN - RONDONOPOLIS - MT;7,94E+13;1;;VILA AURORA I;RONDONOPOLIS;MT;78740000;-1.647.779;-5.462.616;2026-02-09 21:05:02.384876+00;HAVAN
78109;78109 - COLOMBO - RUA PIRATINI - 405 - BUTIA - RS;8,98E+13;1;;;BUTIA;RS;96750000;-3.011.847;-5.196.553;2026-02-09 21:05:01.741346+00;COLOMBO
39898;39898 - COLOMBO - AVENIDA OLINKRAFT - 2638 - OTACILIO COSTA - SC;8,98E+13;1;;;OTACILIO COSTA;SC;88540000;-2.750.483;-5.011.606;2026-02-09 21:05:01.947218+00;COLOMBO
6079;06079 - FRIGELAR - RUA MARECHAL DEODORO - 2406 - SAO BERNARDO DO CAMPO - SP;9,27E+13;1;;CENTRO;SAO BERNARDO DO CAMPO;SP;9710202;-237.192.206.334.743;-465.494.010.052.502;2026-02-09 21:05:02.239959+00;FRIGELAR
681;00681 - COLOMBO - RUA MARECHAL FLORIANO - 400 - VACARIA - RS;8,98E+13;1;;CENTRO;VACARIA;RS;95200037;-2.850.448;-5.093.734;2026-02-09 21:05:02.239959+00;COLOMBO
3018;03018 - HAVAN - AVENIDA MADRE LEONIA MILITO - 2121 - LONDRINA - PR;7,94E+13;1;;BELA SUICA;LONDRINA;PR;86050270;-2.333.659;-5.118.264;2026-02-09 21:05:02.694969+00;HAVAN
81827;81827 - COLOMBO - AV BRASIL - 1227 - MUNDO NOVO - MS;8,98E+13;1;;;MUNDO NOVO;MS;79980000;-2.393.441;-5.428.363;2026-02-09 21:05:02.384876+00;COLOMBO
25242;25242 - COLOMBO - RUA FELIPE SCHMIDT - 300 - MAFRA - SC;8,98E+13;1;;CENTRO II ALTO DE MAFRA;MAFRA;SC;89300001;-261.138.342;-49.805.235;2026-02-09 21:05:01.741346+00;COLOMBO
5638;05638 - FUJIOKA - GOIANIA SHOPPING - GOIANIA - GO;1,01E+12;1;;SETOR BUENO;GOIANIA;GO;74210972;-1.669.108;-4.927.694;2026-02-09 21:05:02.384876+00;FUJIOKA
1119;01119 - CLIMA RIO - RUA ARTUR MOURA - 91 - RECIFE - PE;8,82E+12;1;;IMBIRIBEIRA;RECIFE;PE;51150260;-810.453.347.164.492;-34.908.317.005.207;2026-02-09 21:05:01.598207+00;CLIMA RIO
4928;04928 - HAVAN - RUA BENJAMIN CONSTANT - 777 - LONDRINA - PR;7,94E+13;1;;CENTRO;LONDRINA;PR;86010360;-2.330.872;-5.115.828;2026-02-09 21:05:02.694969+00;HAVAN
88082;88082 - COLOMBO - RUA DUQUE DE CAXIAS - 412 - INACIO MARTINS - PR;8,98E+13;1;;;INACIO MARTINS;PR;85155000;-2.557.442;-5.107.654;2026-02-09 21:05:02.694969+00;COLOMBO
75266;75266 - COLOMBO - AVENIDA MARECHAL DEODORO DA FONSECA - 158 - JARAGUA DO SUL - SC;8,98E+13;1;;CENTRO;JARAGUA DO SUL;SC;89251700;-2.648.273;-4.908.272;2026-02-09 21:05:01.741346+00;COLOMBO
71350;71350 - COLOMBO - RUA PRESIDENTE NEREU RAMOS - 205 - LAGES - SC;8,98E+13;1;;CENTRO;LAGES;SC;88502170;-2.781.449;-5.032.711;2026-02-09 21:05:01.947218+00;COLOMBO
15539;15539 - HAVAN - RODOVIA BR 101 - 4600 - PALHOCA - SC;7,94E+13;1;;PASSA VINTE;PALHOCA;SC;88132011;-276.501.568;-486.741.903;2026-02-09 21:05:01.741346+00;HAVAN
24513;24513 - COLOMBO - AVENIDA BRASIL - 6576 - CASCAVEL - PR;8,98E+13;1;;CENTRO;CASCAVEL;PR;85801250;-2.495.513;-5.346.121;2026-02-09 21:05:02.576155+00;COLOMBO
6401;06401 - DUFRIO - AVENIDA DEPUTADO FRANCISCO JOSE PINTO DOS SANTOS - 391 - FEIRA DE SANTANA - BA;1,75E+12;1;;PEDRA DO DESCANSO;FEIRA DE SANTANA;BA;44007095;-1.226.266;-3.897.468;2026-02-09 21:05:02.239959+00;DUFRIO
29582;29582 - COLOMBO - AVENIDA VISCONDE GUARAPUAVA - 140 - PITANGA - PR;8,98E+13;1;;;PITANGA;PR;85200000;-2.475.893;-5.176.145;2026-02-09 21:05:02.576155+00;COLOMBO
5738;05738 - HAVAN - RUA DOS MANACAS - 2921 - SINOP - MT;7,94E+13;1;;SETOR INDUSTRIAL SUL;SINOP;MT;78557452;-1.186.297;-5.549.724;2026-02-09 21:05:02.384876+00;HAVAN
950;00950 - RAMSONS - AVENIDA EDUARDO RIBEIRO - 549 - MANAUS - AM;3,34E+12;1;;CENTRO;MANAUS;AM;69010000;-31.326.295;-600.242.976;2026-02-09 21:05:02.576155+00;RAMSONS
1479;01479 - UNIAR - RUA DR. GILBERTO LOPES DA SILVA - 2.145 - SAO JOSE RIO PRETO - SP;1,89E+13;1;;HIGIENOPOLIS;SAO JOSE RIO PRETO;SP;15085390;-2.083.444;-4.939.186;2026-02-09 21:05:01.598207+00;STR
18635;18635 - HAVAN - AVENIDA TUPI - 3233 - PATO BRANCO - PR;7,64E+13;1;;BAIXADA;PATO BRANCO;PR;85505141;-2.623.497;-52.672;2026-02-09 21:05:02.694969+00;HAVAN
360;00360 - SUPERMERCADOSDB - SHOPPING DB PONTA NEGRA - MANAUS - AM;2,30E+13;1;;PONTA NEGRA;MANAUS;AM;69037700;-30.897.053;-600.566.635;2026-02-09 21:05:02.384876+00;HIPER DB
2072;02072 - ANGELONI - AVENIDA MARINHEIRO MAX SCHRAMM - 3450 - FLORIANOPOLIS - SC;8,36E+13;1;;JARDIM ATLANTICO;FLORIANOPOLIS;SC;88095000;-2.757.612;-4.859.519;2026-02-09 21:05:02.063994+00;ANGELONI
70540;70540 - COLOMBO - AVENIDA LEOBERTO LEAL - 540 - SAO JOSE - SC;8,98E+13;1;;BARREIROS;SAO JOSE;SC;88110001;-2.757.113;-4.860.527;2026-02-09 21:05:01.947218+00;COLOMBO
26303;26303 - COLOMBO - PRACA RUI BARBOSA - 360 - APUCARANA - PR;8,98E+13;1;;CENTRO;APUCARANA;PR;86800700;-235.511.899;-514.593.047;2026-02-09 21:05:02.576155+00;COLOMBO
81746;81746 - COLOMBO - RUA CEL. SOARES DE CARVALHO - 553 - SAO JERONIMO - RS;8,98E+13;1;;;SAO JERONIMO;RS;96700000;-2.995.597;-5.172.322;2026-02-09 21:05:02.063994+00;COLOMBO
74960;74960 - COLOMBO - TRAVESSA NOSSA SENHORA DOS NAVEGANTES - 5 - NAVEGANTES - SC;8,98E+13;1;;CENTRO;NAVEGANTES;SC;88370456;-26.888.219;-486.561.733;2026-02-09 21:05:01.741346+00;COLOMBO
10130;10130 - COLOMBO - RUA PREFEITO ARY TUBBS - 660 - GRAVATAI - RS;8,98E+13;1;;CENTRO;GRAVATAI;RS;94010180;-2.994.209;-5.099.343;2026-02-09 21:05:02.239959+00;COLOMBO
87434;87434 - COLOMBO - RUA GERVASIO HITOCHI DOI - 102 - CANDOI - PR;8,98E+13;1;;;CANDOI;PR;85140000;-2.556.958;-5.205.134;2026-02-09 21:05:02.694969+00;COLOMBO
588;00588 - UNIAR - RUA ANTONIO ALVES S. JUNIOR - 110 - FRUTAL - MG;1,89E+13;1;;PROGRESSO;FRUTAL;MG;38204292;-200.214.949;-489.040.511;2026-02-09 21:05:01.598207+00;POLOAR
16853;16853 - REGIONAL SUL - HAVAN - GUAIBA - PARQUE 35 - RS;7,94E+13;1;;PARQUE 35;GUAIBA;RS;92705200;-3.011.546;-5.133.407;2026-02-09 21:05:01.741346+00;HAVAN
80260;80260 - COLOMBO - RUA MARCOS BATISTA - 465 - SAO JOAQUIM - SC;8,98E+13;1;;;SAO JOAQUIM;SC;88600000;-2.829.324;-4.993.212;2026-02-09 21:05:02.063994+00;COLOMBO
84257;84257 - COLOMBO - PRACA CELSO RAMOS - 97 - ORLEANS - SC;8,98E+13;1;;;ORLEANS;SC;88870000;-2.835.866;-4.929.088;2026-02-09 21:05:01.741346+00;COLOMBO
4502;04502 - HAVAN - AVENIDA DOS ARACAS - 1300 - ARACATUBA - SP;7,94E+13;1;;CENTRO;ARACATUBA;SP;16010285;-2.120.262;-5.043.869;2026-02-09 21:05:01.598207+00;HAVAN
1921;01921 - RAMSONS - NOVA CIDADE SHOPPING - MANAUS - AM;3,34E+12;1;;NOVA CIDADE;MANAUS;AM;69097305;-30.030.118;-599.807.872;2026-02-09 21:05:02.384876+00;RAMSONS
28772;28772 - COLOMBO - RUA XV DE NOVEMBRO - 2450 - LARANJEIRAS DO SUL - PR;8,98E+13;1;;CENTRO;LARANJEIRAS DO SUL;PR;85301050;-2.540.432;-5.241.337;2026-02-09 21:05:02.576155+00;COLOMBO
77552;77552 - COLOMBO - AVENIDA AVENIDA ESPANHA - 18 - ARROIO DOS RATOS - RS;8,98E+13;1;;;ARROIO DOS RATOS;RS;96740000;-3.009.006;-5.172.798;2026-02-09 21:05:01.741346+00;COLOMBO
16349;16349 - REGIONAL SUL - HAVAN - TERESINA - SANTA ISABEL - PI;7,94E+13;1;;SANTA ISABEL;TERESINA;PI;64053010;-508.125;-4.276.496;2026-02-09 21:05:01.598207+00;HAVAN
2677;02677 - FRIGELAR - AVENIDA PRESIDENTE EPITACIO PESSOA - 821 - JOAO PESSOA - PB;9,27E+13;1;;ESTADOS;JOAO PESSOA;PB;58030001;-711.965;-3.486.312;2026-02-09 21:05:01.598207+00;FRIGELAR
33857;33857 - COLOMBO - RUA EXPEDICIONARIO - 26 - ROLANDIA - PR;8,98E+13;1;;CENTRO;ROLANDIA;PR;86600001;-2.331.119;-5.136.874;2026-02-09 21:05:02.576155+00;COLOMBO
6231;06231 - DUFRIO - AVENIDA GENERAL CARNEIRO - 707 - SOROCABA - SP;1,75E+12;1;;VILA MARTHA;SOROCABA;SP;18043003;-2.350.443;-474.752;2026-02-09 21:05:02.239959+00;DUFRIO
930;00930 - HAVAN - AVENIDA CORONEL PROCOPIO GOMES - 249 - JOINVILLE - SC;7,94E+13;1;;BUCAREIN;JOINVILLE;SC;89202300;-2.632.034;-4.883.995;2026-02-09 21:05:02.694969+00;HAVAN
9247;09247 - ANGELONI - RUA MARTIN LUTHER - 135 - BRUSQUE - SC;8,36E+13;1;;CENTRO I;BRUSQUE;SC;88350045;-270.965.679;-48.919.927;2026-02-09 21:05:01.947218+00;ANGELONI
2650;02650 - RAMSONS - AVENIDA AUTAZ MIRIM - 6250 - MANAUS - AM;3,34E+12;1;;SAO JOSE OPERARIO;MANAUS;AM;69085000;-30.620.713;-599.495.586;2026-02-09 21:05:02.384876+00;RAMSONS
29230;29230 - COLOMBO - AVENIDA VENEZA - 1033 - FARROUPILHA - RS;8,98E+13;1;;SAO ROQUE;FARROUPILHA;RS;95176053;-2.921.985;-5.133.812;2026-02-09 21:05:01.947218+00;COLOMBO
71783;71783 - COLOMBO - RUA PRESIDENTE CARLOS CAVALCANTI - 200 - ARAUCARIA - PR;8,98E+13;1;;CENTRO;ARAUCARIA;PR;83702470;-2.559.244;-494.091;2026-02-09 21:05:02.576155+00;COLOMBO
32028;32028 - COLOMBO - AVENIDA TANCREDO NEVES - 490 - CORREIA PINTO - SC;8,98E+13;1;;;CORREIA PINTO;SC;88535000;-2.758.723;-5.036.302;2026-02-09 21:05:01.947218+00;COLOMBO
879;00879 - RAMSONS - SUMAUMA PARK SHOPPING - MANAUS - AM;3,34E+12;1;;CIDADE NOVA;MANAUS;AM;69095000;-30.313.987;-599.761.818;2026-02-09 21:05:02.384876+00;RAMSONS
2000;02000 - CLIMA RIO - SETOR SIA TRECHO 4 LT 620/640 - SN - BRASILIA - DF;8,82E+12;1;;SIA;BRASILIA;DF;71807100;-158.018.924.181.289;-47.956.815.281.542;2026-02-09 21:05:02.384876+00;CLIMA RIO
10997;10997 - COLOMBO - AVENIDA MAURICIO CARDOSO - 350 - ERECHIM - RS;8,98E+13;1;;CENTRO;ERECHIM;RS;99700012;-2.763.175;-5.227.519;2026-02-09 21:05:02.239959+00;COLOMBO
703;00703 - ANGELONI - RUA 13 DE MAIO - 12 - LAGUNA - SC;8,36E+13;1;;;LAGUNA;SC;88790000;-2.848.134;-4.878.302;2026-02-09 21:05:02.239959+00;ANGELONI
72674;72674 - COLOMBO - AVENIDA SETE DE SETEMBRO - 1527 - ARARANGUA - SC;8,98E+13;1;;CENTRO;ARARANGUA;SC;88900013;-2.893.704;-4.948.762;2026-02-09 21:05:01.741346+00;COLOMBO
1271;01271 - FRIGELAR - AVENIDA PERNAMBUCO - 2273 - PORTO ALEGRE - RS;9,27E+13;1;;SAO GERALDO;PORTO ALEGRE;RS;90240005;-3.001.276;-5.120.225;2026-02-09 21:05:02.063994+00;FRIGELAR
28853;28853 - COLOMBO - AVENIDA SOUZA NAVES - 975 - IVAIPORA - PR;8,98E+13;1;;;IVAIPORA;PR;86870000;-2.424.178;-5.167.038;2026-02-09 21:05:02.576155+00;COLOMBO
2308;02308 - RAMSONS - AVENIDA AUTAZ MIRIM - 9360 - MANAUS - AM;3,34E+12;1;;JORGE TEIXEIRA;MANAUS;AM;69088245;-30.365.282;-59.939.632;2026-02-09 21:05:02.384876+00;RAMSONS
34403;34403 - COLOMBO - PRACA BOM JESUS - 309 - PALMAS - PR;8,98E+13;1;;;PALMAS;PR;85555000;-264.834.609;-519.933.849;2026-02-09 21:05:02.576155+00;COLOMBO
34900;34900 - COLOMBO - RUA BENJAMIN CAETANO ZAMBON - 128 - BANDEIRANTES - PR;8,98E+13;1;;;BANDEIRANTES;PR;86360000;-2.310.734;-5.037.418;2026-02-09 21:05:02.576155+00;COLOMBO
598;00598 - FUJIOKA - AVENIDA ANHANGUERA - 4714 - GOIANIA - GO;1,01E+12;1;;CENTRO;GOIANIA;GO;;-1.667.385;-4.925.483;2026-02-09 21:05:02.384876+00;FUJIOKA
87515;87515 - COLOMBO - AVENIDA COMENDADOR GENTIL GERALDI - 2897 - CIDADE GAUCHA - PR;8,98E+13;1;;;CIDADE GAUCHA;PR;87820000;-2.336.292;-5.292.635;2026-02-09 21:05:02.694969+00;COLOMBO
81231;81231 - COLOMBO - RUA DALTRO FILHO - 303 - ARVOREZINHA - RS;8,98E+13;1;;;ARVOREZINHA;RS;95995000;-2.887.151;-5.217.962;2026-02-09 21:05:02.063994+00;COLOMBO
6583;06583 - FRIGELAR - AVENIDA FERNANDES LIMA - 3472 - MACEIO - AL;9,27E+13;1;;;MACEIO;AL;57052403;-961.806;-3.573.921;2026-02-09 21:05:01.598207+00;FRIGELAR
1352;01352 - FRIGELAR - AVENIDA VITORIA - 2535 - VITORIA - ES;9,27E+13;1;;HORTO;VITORIA;ES;29045160;-2.031.023;-4.031.113;2026-02-09 21:05:02.576155+00;FRIGELAR
160;00160 - CENTRAL AR - SANTOS/SP;3,08E+13;1;;VILA MATHIAS;SANTOS;SP;11050200;-2.395.005;-463.259;2026-02-09 21:05:02.239959+00;CENTRAL AR
18805;18805 - HAVAN - AVENIDA DOM AGOSTINHO JOSE SARTORI - 5253 - FRANCISCO BELTRAO - PR;7,94E+13;1;;SAO CRISTOVAO;FRANCISCO BELTRAO;PR;85601400;-261.004.702;-530.440.511;2026-02-09 21:05:02.694969+00;HAVAN
155;00155 - UNIAR - AV. JOAO NAVENIDAES DE AVENIDAILA - 730 - UBERLANDIA - MG;2,83E+13;1;;CAZECA;UBERLANDIA;MG;38400053;-189.138.087.309.775;-482.671.176.295.054;2026-02-09 21:05:02.576155+00;POLOAR
21689;21689 - COLOMBO - AVENIDA JULIO ASSIS CAVALHEIRO - 370 - FRANCISCO BELTRAO - PR;8,98E+13;1;;CENTRO;FRANCISCO BELTRAO;PR;85601000;-2.607.637;-5.305.541;2026-02-09 21:05:02.576155+00;COLOMBO
3304;03304 - FRIGELAR - RUA ARNOLDO SILVEIRA DE SOUZA - 296 - SAO JOSE - SC;9,27E+13;1;;DISTRITO INDUSTRIAL;SAO JOSE;SC;88104740;-2.761.949;-4.864.525;2026-02-09 21:05:02.063994+00;FRIGELAR
14567;14567 - HAVAN - AVENIDA SENADOR SALGADO FILHO - 940 - PELOTAS - RS;7,94E+13;1;;TRES VENDAS;PELOTAS;RS;96055740;-3.173.076;-5.234.239;2026-02-09 21:05:01.741346+00;HAVAN
28349;28349 - COLOMBO - AVENIDA PARANA - 680 - MATELANDIA - PR;8,98E+13;1;;;MATELANDIA;PR;85887000;-2.524.254;-5.397.724;2026-02-09 21:05:02.576155+00;COLOMBO
13242;13242 - REGIONAL SUL - HAVAN - 0138 - CAXIAS DO SUL - CIDADE NOVA - RS;7,94E+13;1;;NOSSA SENHORA DA SAUDE;CAXIAS DO SUL;RS;95032898;-291.785.453;-512.335.511;2026-02-09 21:05:01.741346+00;HAVAN
84842;84842 - COLOMBO - AV ALTO JACUI - 927 - NAO-ME-TOQUE - RS;8,98E+13;1;;;NAO-ME-TOQUE;RS;99470000;-2.846.249;-5.281.783;2026-02-09 21:05:01.741346+00;COLOMBO
6548;06548 - HAVAN - RUA GUERINO LUBIANI - 770 - PIRACICABA - SP;7,94E+13;1;;DOIS CORREGOS;PIRACICABA;SP;13420823;-2.273.533;-4.760.796;2026-02-09 21:05:01.598207+00;HAVAN
29663;29663 - COLOMBO - AVENIDA MOISES LUPION - 560 - GOIOERE - PR;8,98E+13;1;;;GOIOERE;PR;87360000;-2.418.449;-5.302.554;2026-02-09 21:05:02.576155+00;COLOMBO
1272;01272 - DUFRIO - AVENIDA INDEPENDENCIA - 3314 - GOIANIA - GO;1,75E+12;1;;;GOIANIA;GO;74645010;-166.612.068;-49.251.551;2026-02-09 21:05:02.576155+00;DUFRIO
24351;24351 - COLOMBO - AVENIDA ARGOLO - 264 - SAO BENTO DO SUL - SC;8,98E+13;1;;CENTRO;SAO BENTO DO SUL;SC;89280061;-2.624.626;-4.938.527;2026-02-09 21:05:01.741346+00;COLOMBO
70469;70469 - COLOMBO - RUA NOVE DE MARCO - 485 - JOINVILLE - SC;8,98E+13;1;;CENTRO;JOINVILLE;SC;89201400;-2.630.155;-4.884.632;2026-02-09 21:05:02.576155+00;COLOMBO
2596;02596 - FRIGELAR - AVENIDA CARLOS LINDEMBERG - 2719 - VILA VELHA - ES;9,27E+13;1;;NOSSA SENHORA DA PENHA;VILA VELHA;ES;29110175;-203.508;-4.032.364;2026-02-09 21:05:02.576155+00;FRIGELAR
4991;04991 - CLIMA RIO - AV. JOSE FALCAO DA SILVA - 1326 - FEIRA DE SANTANA - BA;8,82E+12;1;;QUEIMADINHA;FEIRA DE SANTANA;BA;44050512;-1.224.245;-3.896.353;2026-02-09 21:05:02.239959+00;CLIMA RIO
16004;16004 - REGIONAL SUL - HAVAN - LAJEADO - HIDRAULICA - RS;7,94E+13;1;;HIDRAULICA;LAJEADO;RS;95900218;-294.659;-5.195.183;2026-02-09 21:05:01.741346+00;HAVAN
1074;01074 - HAVAN - CRICIUMA SHOPPING - CRICIUMA - SC;7,94E+13;1;;PROSPERA;CRICIUMA;SC;88815060;-2.868.279;-4.934.787;2026-02-09 21:05:02.063994+00;HAVAN
1300;01300 - COLOMBO - RUA BORGES DE MEDEIROS - 515 - BOM JESUS - RS;8,98E+13;1;;;BOM JESUS;RS;95290000;-2.866.829;-5.043.519;2026-02-09 21:05:02.063994+00;COLOMBO
82394;82394 - COLOMBO - AV MAURICIO CARDOSO - 1243 - BARROS CASSAL - RS;8,98E+13;1;;;BARROS CASSAL;RS;99360000;-29.096;-5.258.256;2026-02-09 21:05:02.063994+00;COLOMBO
38647;38647 - COLOMBO - AVENIDA BORGES DE MEDEIROS - 2058 - ROLANTE - RS;8,98E+13;1;;;ROLANTE;RS;95690000;-296.516;-5.057.685;2026-02-09 21:05:01.947218+00;COLOMBO
84095;84095 - COLOMBO - RUA IPIRANGA - 2019 - SERAFINA CORREA - RS;8,98E+13;1;;;SERAFINA CORREA;RS;99250000;-2.870.907;-5.193.432;2026-02-09 21:05:01.741346+00;COLOMBO
8012;08012 - FRIGELAR - R CABACEIRAS - 55 - FEIRA DE SANTANA - BA;9,27E+13;1;;BARAUNA;FEIRA DE SANTANA;BA;44020235;-122.343;-389.653;2026-02-09 21:05:02.780508+00;FRIGELAR
5721;05721 - COLOMBO - RUA 12 DE MAIO - 323 - TRES COROAS - RS;8,98E+13;1;;;TRES COROAS;RS;95660000;-2.951.579;-5.077.882;2026-02-09 21:05:02.063994+00;COLOMBO
13404;13404 - HAVAN - AVENIDA NASSER MARAO - 3681 - VOTUPORANGA - SP;7,94E+13;1;;PARQUE INDUSTRIAL I;VOTUPORANGA;SP;15503005;-204.133.615;-499.629.304;2026-02-09 21:05:02.780508+00;HAVAN
6230;06230 - FRIGELAR - AVENIDA REDIG DE CAMPOS - 105 - SAO PAULO - SP;9,27E+13;1;;;SAO PAULO;SP;4711904;-236.279.627;-467.031.368;2026-02-09 21:05:01.598207+00;FRIGELAR
78605;78605 - COLOMBO - AVENIDA XV DE NOVEMBRO - 993 - TAPERA - RS;8,98E+13;1;;;TAPERA;RS;99490000;-2.863.103;-5.286.789;2026-02-09 21:05:01.741346+00;COLOMBO
7177;07177 - FUJIOKA - AGUAS LINDAS GOIANIA/GO;1,01E+12;1;;;GOIANIA;GO;72910000;-166.868.491;-492.707.899;2026-02-09 21:05:02.384876+00;FUJIOKA
24270;24270 - COLOMBO - RUA VICENTE MACHADO - 1109 - GUARAPUAVA - PR;8,98E+13;1;;CENTRO;GUARAPUAVA;PR;85010260;-2.539.432;-5.146.657;2026-02-09 21:05:02.576155+00;COLOMBO
9409;09409 - ANGELONI - RUA QUINZE DE NOVEMBRO - 2900 - SAO JOSE DOS PINHAIS - PR;8,36E+13;1;;CENTRO;SAO JOSE DOS PINHAIS;PR;83005000;-255.413.664;-491.934.354;2026-02-09 21:05:02.694969+00;ANGELONI
65546;65546 - COLOMBO - AVENIDA RIO GRANDE DO SUL - 226 - CANOAS - RS;8,98E+13;1;;MATHIAS VELHO;CANOAS;RS;92330000;-2.990.331;-5.118.128;2026-02-09 21:05:01.947218+00;COLOMBO
12507;12507 - COLOMBO - RUA URUGUAI - 1232 - HORIZONTINA - RS;8,98E+13;1;;;HORIZONTINA;RS;98920000;-2.762.821;-5.430.836;2026-02-09 21:05:01.947218+00;COLOMBO
15610;15610 - HAVAN - AVENIDA FERNANDO CORREA DA COSTA - 6383 - CUIABA - MT;7,94E+13;1;;PARQUE OHARA;CUIABA;MT;78080300;-1.563.677;-5.604.337;2026-02-09 21:05:02.384876+00;HAVAN
